#             x               p
           -0.5      0.63233996


    -0.49607843      0.59872741


    -0.49215686      0.57092607


    -0.48823529      0.54188459


    -0.48431373      0.51280563


    -0.48039216      0.48393315


    -0.47647059      0.45641266


    -0.47254902      0.43016185
    -0.46862745      0.40317824


    -0.46470588      0.37616439


    -0.46078431      0.34954973
    -0.45686275      0.32296534


    -0.45294118      0.29688418
    -0.44901961      0.27135813


    -0.44509804      0.24602003


    -0.44117647      0.22132392
     -0.4372549      0.19526278


    -0.43333333      0.16992531
    -0.42941176      0.14491719


     -0.4254902      0.12047233
    -0.42156863      0.09701694
    -0.41764706     0.074006561


    -0.41372549     0.050151378
    -0.40980392     0.026495497


    -0.40588235    0.0025874718
    -0.40196078     -0.02140212


    -0.39803922    -0.045076826
    -0.39411765    -0.068566965
    -0.39019608     -0.09180192


    -0.38627451     -0.11377015
    -0.38235294     -0.13519287


    -0.37843137      -0.1563501
     -0.3745098     -0.17678379
    -0.37058824      -0.1970827


    -0.36666667     -0.21739432
     -0.3627451     -0.23773728
    -0.35882353     -0.25796572


    -0.35490196     -0.27770486
    -0.35098039     -0.29720456
    -0.34705882      -0.3166198


    -0.34313725     -0.33537539
    -0.33921569     -0.35397674
    -0.33529412     -0.37252148


    -0.33137255     -0.39058826
    -0.32745098     -0.40857832
    -0.32352941     -0.42653329


    -0.31960784     -0.44480906
    -0.31568627     -0.46311389
    -0.31176471      -0.4814021


    -0.30784314     -0.49925099
    -0.30392157     -0.51698785
           -0.3     -0.53474269


    -0.29607843       -0.550887
    -0.29215686     -0.56588312
    -0.28823529     -0.58092564


    -0.28431373     -0.59549964
    -0.28039216     -0.60898602
    -0.27647059     -0.62253354
    -0.27254902     -0.63614106


    -0.26862745      -0.6502679
    -0.26470588     -0.66447577
    -0.26078431      -0.6787492


    -0.25686275     -0.69240435
    -0.25294118      -0.7056044
    -0.24901961     -0.71888973


    -0.24509804     -0.73214578
    -0.24117647       -0.744272
     -0.2372549     -0.75650915
