#             x               p
           -0.5      0.64494105


    -0.49607843        0.608805


    -0.49215686      0.57922824


    -0.48823529      0.54850607


    -0.48431373      0.51782145


    -0.48039216       0.4874134


    -0.47647059      0.45845693


    -0.47254902      0.43084799
    -0.46862745      0.40250557


    -0.46470588      0.37417739


    -0.46078431      0.34629926
    -0.45686275      0.31850574


    -0.45294118      0.29129229
    -0.44901961      0.26469283


    -0.44509804       0.2383479


    -0.44117647      0.21267558
     -0.4372549      0.18557613


    -0.43333333      0.15923119
    -0.42941176      0.13328693


     -0.4254902      0.10792679
    -0.42156863      0.08370753
    -0.41764706     0.059943988


    -0.41372549     0.035343757
    -0.40980392     0.010951527


    -0.40588235    -0.013685338
    -0.40196078    -0.038397126


    -0.39803922    -0.062774819
    -0.39411765    -0.086916684
    -0.39019608     -0.11079986


    -0.38627451     -0.13332667
    -0.38235294     -0.15527646


    -0.37843137     -0.17694709
     -0.3745098      -0.1978202
    -0.37058824     -0.21855974


    -0.36666667     -0.23929402
     -0.3627451     -0.26004061
    -0.35882353     -0.28067408


    -0.35490196     -0.30080361
    -0.35098039     -0.32068902
    -0.34705882     -0.34049158


    -0.34313725     -0.35962865
    -0.33921569     -0.37861226
    -0.33529412     -0.39754121


    -0.33137255     -0.41593989
    -0.32745098     -0.43425967
    -0.32352941     -0.45254724


    -0.31960784      -0.4711086
    -0.31568627     -0.48969608
    -0.31176471     -0.50827059


    -0.30784314     -0.52637077
    -0.30392157      -0.5443514
           -0.3     -0.56235396


    -0.29607843     -0.57869043
    -0.29215686     -0.59383948
    -0.28823529     -0.60903915


    -0.28431373      -0.6237704
    -0.28039216     -0.63740929
    -0.27647059     -0.65111345
    -0.27254902     -0.66488165


    -0.26862745     -0.67920518
    -0.26470588     -0.69361506
    -0.26078431     -0.70809477


    -0.25686275      -0.7218966
    -0.25294118     -0.73519795
    -0.24901961      -0.7485894


    -0.24509804     -0.76195245
    -0.24117647     -0.77414869
     -0.2372549     -0.78646081
    -0.23333333     -0.79888714


    -0.22941176     -0.81087703
     -0.2254902     -0.82251932
    -0.22156863     -0.83426735
    -0.21764706     -0.84611975


    -0.21372549     -0.85661884
    -0.20980392     -0.86715071
    -0.20588235     -0.87779142


    -0.20196078     -0.88810128
    -0.19803922     -0.89749228
    -0.19411765     -0.90700292
    -0.19019608     -0.91663188


    -0.18627451     -0.92544196
    -0.18235294     -0.93374679
    -0.17843137     -0.94218968
     -0.1745098     -0.95076929


    -0.17058824     -0.95981197
    -0.16666667      -0.9690413
     -0.1627451     -0.97839405


    -0.15882353     -0.98774578
    -0.15490196     -0.99469344
    -0.15098039      -1.0017733
    -0.14705882      -1.0089843


    -0.14313725      -1.0156869
    -0.13921569       -1.020127
    -0.13529412      -1.0247074
    -0.13137255       -1.029427


    -0.12745098      -1.0342437
    -0.12352941      -1.0391182
    -0.11960784      -1.0441313
    -0.11568627      -1.0492824


    -0.11176471      -1.0540776
    -0.10784314      -1.0583671
    -0.10392157      -1.0628015
           -0.1      -1.0673799


   -0.096078431      -1.0713163
   -0.092156863      -1.0746108
   -0.088235294      -1.0780595
   -0.084313725      -1.0816615


   -0.080392157      -1.0839083
   -0.076470588      -1.0850041
    -0.07254902      -1.0862404
   -0.068627451      -1.0876166


   -0.064705882      -1.0891052
   -0.060784314      -1.0907176
   -0.056862745      -1.0924769
   -0.052941176      -1.0943828


   -0.049019608      -1.0955967
   -0.045098039      -1.0962949
   -0.041176471      -1.0971329
   -0.037254902      -1.0981107


   -0.033333333      -1.0972499
   -0.029411765       -1.094915
   -0.025490196      -1.0927245
   -0.021568627      -1.0906781


   -0.017647059      -1.0893675
    -0.01372549      -1.0887126
  -0.0098039216       -1.088187
  -0.0058823529      -1.0877903


  -0.0019607843      -1.0861743
   0.0019607843      -1.0833742
   0.0058823529      -1.0807051
   0.0098039216      -1.0781668


     0.01372549      -1.0751529
    0.017647059      -1.0716094
    0.021568627      -1.0681891
    0.025490196      -1.0648919


    0.029411765       -1.061634
    0.033333333      -1.0583986
    0.037254902      -1.0552844
    0.041176471      -1.0522917


    0.045098039      -1.0488793
    0.049019608      -1.0449111
    0.052941176      -1.0410676
    0.056862745      -1.0373492


    0.060784314       -1.033017
    0.064705882      -1.0278615
    0.068627451      -1.0228262
     0.07254902      -1.0179112


    0.076470588      -1.0120586
    0.080392157       -1.005031
    0.084313725     -0.99812389
    0.088235294     -0.99133777


    0.092156863     -0.98413531
    0.096078431     -0.97646577
            0.1     -0.96891193
     0.10392157     -0.96147436


     0.10784314      -0.9535438
     0.11176471     -0.94518415
     0.11568627     -0.93692927
     0.11960784     -0.92877974


     0.12352941     -0.92075539
     0.12745098     -0.91284541
     0.13137255     -0.90503716
     0.13529412     -0.89733131


     0.13921569     -0.88822027
     0.14313725     -0.87862362
     0.14705882     -0.86912182
     0.15098039     -0.85971561


     0.15490196     -0.84910373
     0.15882353     -0.83839251
      0.1627451     -0.82778304


     0.16666667     -0.81719912
     0.17058824     -0.80524437
      0.1745098     -0.79335497
     0.17843137     -0.78153154


     0.18235294     -0.76969074
     0.18627451     -0.75768503
     0.19019608     -0.74572816
     0.19411765     -0.73382064


     0.19803922     -0.72295527
     0.20196078     -0.71296462
     0.20588235     -0.70303259
     0.20980392     -0.69315987


     0.21372549     -0.68218484
     0.21764706     -0.67109985
     0.22156863     -0.66008014


      0.2254902     -0.64837541
     0.22941176     -0.63440806
     0.23333333      -0.6204886
      0.2372549     -0.60661769


     0.24117647     -0.59320622
     0.24509804     -0.58002583
     0.24901961     -0.56687854


     0.25294118     -0.55366222
     0.25686275     -0.53996603
     0.26078431     -0.52628314
     0.26470588     -0.51261377


     0.26862745     -0.49835822
     0.27254902     -0.48387958
     0.27647059     -0.46940158


     0.28039216     -0.45495083
     0.28431373     -0.44054747
     0.28823529     -0.42614119


     0.29215686     -0.41175785
     0.29607843     -0.39788212
            0.3     -0.38396852
     0.30392157      -0.3700162


     0.30784314     -0.35640984
     0.31176471     -0.34284426
     0.31568627      -0.3292311


     0.31960784     -0.31508255
     0.32352941      -0.3006269
     0.32745098     -0.28610729


     0.33137255     -0.27239218
     0.33529412     -0.25920305
     0.33921569     -0.24593378


     0.34313725     -0.23339063
     0.34705882     -0.22129305
     0.35098039     -0.20910396


     0.35490196     -0.19763407
     0.35882353      -0.1864175
      0.3627451     -0.17510342


     0.36666667     -0.16518314
     0.37058824     -0.15535323


      0.3745098     -0.14583488
     0.37843137      -0.1382784
     0.38235294     -0.13063772


     0.38627451     -0.12428505
     0.39019608      -0.1190247


     0.39411765     -0.11373631
     0.39803922     -0.11081428
     0.40196078     -0.10785517


     0.40588235     -0.10609888
     0.40980392      -0.1052014


     0.41372549     -0.10452542
     0.41764706     -0.10449178


     0.42156863     -0.10446182
      0.4254902     -0.10435534
     0.42941176     -0.10425299


     0.43333333     -0.10401873
      0.4372549     -0.10377369


     0.44117647     -0.10349358


     0.44509804     -0.10321889
     0.44901961     -0.10316509


     0.45294118     -0.10314337
     0.45686275     -0.10320101


     0.46078431     -0.10313594


     0.46470588     -0.10298332
     0.46862745     -0.10285781


     0.47254902     -0.10260019


     0.47647059     -0.10214995


     0.48039216     -0.10137567


     0.48431373    -0.099999709


     0.48823529    -0.098176719


     0.49215686    -0.095884438


     0.49607843    -0.092296304


            0.5    -0.086766285
