#             x               p
           -0.5      0.63472092


    -0.49607843      0.60476625


    -0.49215686      0.57451753


    -0.48823529      0.54733258


    -0.48431373      0.52102906


    -0.48039216      0.49462655


    -0.47647059       0.4691065


    -0.47254902      0.44344376
    -0.46862745      0.41560918


    -0.46470588      0.38826055


    -0.46078431      0.36148667
    -0.45686275      0.33456683


    -0.45294118       0.3078648
    -0.44901961      0.28156007


    -0.44509804      0.25540551


    -0.44117647      0.22994086
     -0.4372549      0.20447088


    -0.43333333      0.17964907
    -0.42941176      0.15511299


     -0.4254902      0.13111278
    -0.42156863      0.10678319
    -0.41764706     0.082922374


    -0.41372549     0.058883364
    -0.40980392     0.035140721


    -0.40588235       0.0119236
    -0.40196078    -0.010858916


    -0.39803922    -0.033354672
    -0.39411765    -0.055637139
    -0.39019608    -0.077665916


    -0.38627451    -0.099662826
    -0.38235294     -0.12151939


    -0.37843137      -0.1431216
     -0.3745098     -0.16428017
    -0.37058824     -0.18528007


    -0.36666667     -0.20590533
     -0.3627451     -0.22616668
    -0.35882353     -0.24631231


    -0.35490196     -0.26589187
    -0.35098039     -0.28520525
    -0.34705882     -0.30443783


    -0.34313725       -0.322909
    -0.33921569     -0.34121586
    -0.33529412     -0.35947333


    -0.33137255     -0.37752423
    -0.32745098     -0.39553637
    -0.32352941     -0.41352639


    -0.31960784     -0.43058481
    -0.31568627     -0.44752023
    -0.31176471     -0.46445454


    -0.30784314      -0.4801625
    -0.30392157     -0.49552991
           -0.3     -0.51092576


    -0.29607843     -0.52610518
    -0.29215686     -0.54114136
    -0.28823529     -0.55621409


    -0.28431373     -0.57140886
    -0.28039216     -0.58683433
    -0.27647059     -0.60229974
    -0.27254902     -0.61780434


    -0.26862745     -0.63249068
    -0.26470588     -0.64720637
    -0.26078431     -0.66197759


    -0.25686275     -0.67549903
    -0.25294118     -0.68806581
    -0.24901961     -0.70070668


    -0.24509804     -0.71334687
    -0.24117647     -0.72526578
     -0.2372549     -0.73726584
    -0.23333333     -0.74934587


    -0.22941176     -0.76119436
     -0.2254902     -0.77288074
    -0.22156863     -0.78466652
    -0.21764706      -0.7965504


    -0.21372549     -0.80659059
    -0.20980392     -0.81663712
    -0.20588235     -0.82679185


    -0.20196078     -0.83669805
    -0.19803922      -0.8458742
    -0.19411765     -0.85515964
    -0.19019608      -0.8645532


    -0.18627451     -0.87303272
    -0.18235294      -0.8809277
    -0.17843137     -0.88893699
     -0.1745098     -0.89705947


    -0.17058824     -0.90377901
    -0.16666667     -0.91033987
     -0.1627451     -0.91702576


    -0.15882353     -0.92384763
    -0.15490196     -0.93103258
    -0.15098039     -0.93832751
    -0.14705882     -0.94573156


    -0.14313725     -0.95303951
    -0.13921569     -0.95969777
    -0.13529412     -0.96648023
    -0.13137255     -0.97338604


    -0.12745098     -0.97947264
    -0.12352941     -0.98383405
    -0.11960784     -0.98832028
    -0.11568627     -0.99293057


    -0.11176471     -0.99750986
    -0.10784314      -1.0020194
    -0.10392157      -1.0066658
           -0.1      -1.0114484


   -0.096078431       -1.016063
   -0.092156863      -1.0205073
   -0.088235294      -1.0250881
   -0.084313725      -1.0298047


   -0.080392157       -1.033081
   -0.076470588        -1.03515
    -0.07254902      -1.0373672
   -0.068627451      -1.0397321


   -0.064705882      -1.0415089
   -0.060784314      -1.0428599
   -0.056862745      -1.0443703
   -0.052941176      -1.0460398


   -0.049019608      -1.0468283
   -0.045098039      -1.0469449
   -0.041176471      -1.0472005
   -0.037254902      -1.0475949


   -0.033333333      -1.0469299
   -0.029411765      -1.0454369
   -0.025490196      -1.0440994
   -0.021568627      -1.0429172


   -0.017647059      -1.0402664
    -0.01372549      -1.0363165
  -0.0098039216      -1.0324969
  -0.0058823529      -1.0288076


  -0.0019607843      -1.0250723
   0.0019607843      -1.0212854
   0.0058823529      -1.0176156
   0.0098039216      -1.0140629


     0.01372549      -1.0109558
    0.017647059      -1.0083338
    0.021568627      -1.0058474
    0.025490196      -1.0034968


    0.029411765      -1.0003849
    0.033333333     -0.99633204
    0.037254902     -0.99239067
    0.041176471     -0.98856095


    0.045098039     -0.98471499
    0.049019608     -0.98082505
    0.052941176     -0.97705402
    0.056862745     -0.97340219


    0.060784314     -0.96899049
    0.064705882     -0.96357316
    0.068627451      -0.9582735
     0.07254902     -0.95309188


    0.076470588     -0.94699332
    0.080392157     -0.93973474
    0.084313725     -0.93257886
    0.088235294      -0.9255261


    0.092156863      -0.9190969
    0.096078431     -0.91334475
            0.1     -0.90770841
     0.10392157     -0.90218843


     0.10784314     -0.89590229
