# Force coefficients
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
4.9784851       	-2.36813168e-04	5.12681769e-01	8.73278704e-02	4.34271220e-02	4.39007484e-02
4.98155866      	-2.36751998e-04	5.12795851e-01	8.45085800e-02	4.20175380e-02	4.24910420e-02
4.98463221      	-2.35960129e-04	5.12644631e-01	8.56493482e-02	4.25887140e-02	4.30606343e-02
4.98770577      	-2.35199044e-04	5.12404178e-01	8.22457468e-02	4.08876743e-02	4.13580724e-02
4.99077933      	-2.34898058e-04	5.12969085e-01	8.28383852e-02	4.11842946e-02	4.16540907e-02
4.99385289      	-2.34747579e-04	5.13076009e-01	8.10382423e-02	4.02843736e-02	4.07538687e-02
4.99692644      	-2.35301092e-04	5.12388771e-01	8.73556155e-02	4.34425067e-02	4.39131088e-02
5               	-2.35755947e-04	5.12577462e-01	8.71046399e-02	4.33165640e-02	4.37880759e-02
5.00308261      	-2.35795312e-04	5.12294221e-01	8.55855993e-02	4.25570044e-02	4.30285950e-02
5.00616713      	-2.35392963e-04	5.12983695e-01	8.07107877e-02	4.01200009e-02	4.05907868e-02
5.00925165      	-2.34667049e-04	5.13105452e-01	8.41593206e-02	4.18449932e-02	4.23143273e-02
5.01233616      	-2.34074305e-04	5.14039164e-01	8.24221514e-02	4.09770014e-02	4.14451500e-02
5.01542068      	-2.33476868e-04	5.13312287e-01	8.33199612e-02	4.14265037e-02	4.18934575e-02
5.0185052       	-2.33299176e-04	5.13524436e-01	8.45825069e-02	4.20579543e-02	4.25245526e-02
5.02158972      	-2.33530076e-04	5.11676613e-01	7.99669399e-02	3.97499399e-02	4.02170000e-02
5.02467423      	-2.34128152e-04	5.12415643e-01	8.38516211e-02	4.16916824e-02	4.21599387e-02
5.02775875      	-2.34468870e-04	5.12469996e-01	8.60963170e-02	4.28136897e-02	4.32826274e-02
5.03084327      	-2.34172029e-04	5.13267363e-01	8.31601480e-02	4.13459020e-02	4.18142460e-02
5.03392778      	-2.33821905e-04	5.13342523e-01	8.58588824e-02	4.26956193e-02	4.31632631e-02
5.0370123       	-2.33327658e-04	5.14320019e-01	8.45349499e-02	4.20341473e-02	4.25008026e-02
5.04009682      	-2.32853390e-04	5.13802144e-01	8.29590258e-02	4.12466595e-02	4.17123663e-02
5.04318133      	-2.32548502e-04	5.12972483e-01	7.91538163e-02	3.93443597e-02	3.98094567e-02
5.04626585      	-2.32798762e-04	5.13127218e-01	8.19730033e-02	4.07537029e-02	4.12193004e-02
5.04935037      	-2.33442042e-04	5.12104513e-01	8.35978948e-02	4.15655054e-02	4.20323895e-02
5.05243488      	-2.33257806e-04	5.12502088e-01	8.51666869e-02	4.23500856e-02	4.28166012e-02
5.0555194       	-2.33270876e-04	5.12982412e-01	8.36646091e-02	4.15990337e-02	4.20655754e-02
5.05860392      	-2.32806215e-04	5.13781745e-01	8.64145889e-02	4.29744882e-02	4.34401007e-02
5.06168844      	-2.32288020e-04	5.13375162e-01	8.45924445e-02	4.20639342e-02	4.25285102e-02
5.06477295      	-2.31734983e-04	5.12207943e-01	8.14880487e-02	4.05122894e-02	4.09757593e-02
5.0678594       	-2.31598963e-04	5.12338378e-01	7.68967136e-02	3.82167578e-02	3.86799558e-02
5.07094584      	-2.31879792e-04	5.12751103e-01	8.27113978e-02	4.11238191e-02	4.15875787e-02
5.07403229      	-2.32488656e-04	5.12298841e-01	8.27094501e-02	4.11222364e-02	4.15872137e-02
5.07711874      	-2.32741779e-04	5.12908254e-01	8.53016421e-02	4.24180793e-02	4.28835628e-02
5.08020518      	-2.32580910e-04	5.13128500e-01	8.56111751e-02	4.25730066e-02	4.30381685e-02
5.08329163      	-2.31848584e-04	5.13028675e-01	8.61507507e-02	4.28435268e-02	4.33072239e-02
5.08637807      	-2.30928094e-04	5.13061962e-01	8.09515099e-02	4.02448268e-02	4.07066830e-02
5.08946452      	-2.30004397e-04	5.12351156e-01	7.68592597e-02	3.81996255e-02	3.86596343e-02
5.09255097      	-2.29805468e-04	5.13564957e-01	7.54514692e-02	3.74959291e-02	3.79555400e-02
5.09563741      	-2.30535536e-04	5.13459152e-01	8.22133183e-02	4.08761236e-02	4.13371947e-02
5.09872386      	-2.31225443e-04	5.12332429e-01	8.47752963e-02	4.21564227e-02	4.26188736e-02
5.1018103       	-2.31225369e-04	5.12629471e-01	8.54150531e-02	4.24763012e-02	4.29387519e-02
5.10489675      	-2.30784869e-04	5.13374799e-01	8.40593182e-02	4.17988742e-02	4.22604440e-02
5.1079832       	-2.30163179e-04	5.12633525e-01	8.07480323e-02	4.01438530e-02	4.06041793e-02
5.11106964      	-2.30502324e-04	5.13844706e-01	8.41182412e-02	4.18286183e-02	4.22896229e-02
5.11415609      	-2.30708977e-04	5.14201148e-01	8.40595614e-02	4.17990717e-02	4.22604897e-02
5.11724253      	-2.30288679e-04	5.13838127e-01	8.22310870e-02	4.08852548e-02	4.13458322e-02
5.12032898      	-2.29635451e-04	5.13735175e-01	8.14012269e-02	4.04709780e-02	4.09302489e-02
5.12341542      	-2.29645473e-04	5.13222601e-01	8.23147799e-02	4.09277445e-02	4.13870354e-02
5.12650187      	-2.29289757e-04	5.12066030e-01	8.12764761e-02	4.04089483e-02	4.08675278e-02
5.12958832      	-2.29060001e-04	5.12021961e-01	7.87022908e-02	3.91220854e-02	3.95802054e-02
5.13267476      	-2.29025308e-04	5.12813171e-01	8.17747107e-02	4.06583300e-02	4.11163807e-02
5.13576317      	-2.29129327e-04	5.13067357e-01	7.98038522e-02	3.96727968e-02	4.01310554e-02
5.13885157      	-2.29120458e-04	5.13801435e-01	8.61445754e-02	4.28431672e-02	4.33014081e-02
5.14193998      	-2.28633854e-04	5.15179735e-01	8.05853655e-02	4.00640489e-02	4.05213166e-02
5.14502838      	-2.28401799e-04	5.14272921e-01	8.18340207e-02	4.06886086e-02	4.11454122e-02
5.14811678      	-2.28718182e-04	5.12929753e-01	8.33994628e-02	4.14710132e-02	4.19284496e-02
5.15120519      	-2.28531285e-04	5.12688566e-01	8.38794732e-02	4.17112053e-02	4.21682679e-02
5.15429359      	-2.28299346e-04	5.11717056e-01	7.84653783e-02	3.90043898e-02	3.94609885e-02
5.157382        	-2.28098488e-04	5.11969088e-01	7.87289164e-02	3.91363597e-02	3.95925567e-02
5.1604704       	-2.28165633e-04	5.12556807e-01	8.34237123e-02	4.14836905e-02	4.19400218e-02
5.16355881      	-2.27980448e-04	5.13655426e-01	8.45261226e-02	4.20350809e-02	4.24910418e-02
5.16664721      	-2.27470770e-04	5.14536981e-01	7.63186712e-02	3.79318648e-02	3.83868064e-02
5.16973561      	-2.27196155e-04	5.13764017e-01	8.00400304e-02	3.97928191e-02	4.02472114e-02
5.17282402      	-2.27541314e-04	5.14267149e-01	8.49670820e-02	4.22559997e-02	4.27110823e-02
5.17591242      	-2.27424257e-04	5.12772260e-01	8.16061960e-02	4.05756737e-02	4.10305222e-02
5.17900083      	-2.27061308e-04	5.13554068e-01	7.97263537e-02	3.96361155e-02	4.00902382e-02
5.18208923      	-2.26894840e-04	5.12769496e-01	8.37290838e-02	4.16376471e-02	4.20914367e-02
5.18517764      	-2.26545893e-04	5.12518251e-01	8.27418065e-02	4.11443573e-02	4.15974491e-02
5.18826604      	-2.26171597e-04	5.11912787e-01	8.15831756e-02	4.05654162e-02	4.10177594e-02
5.19135445      	-2.25659712e-04	5.12801223e-01	7.30748514e-02	3.63117660e-02	3.67630854e-02
5.19444285      	-2.25883245e-04	5.13933670e-01	7.88929504e-02	3.92205920e-02	3.96723585e-02
5.19753324      	-2.26693031e-04	5.14394313e-01	8.27507577e-02	4.11486858e-02	4.16020719e-02
5.20062363      	-2.26898091e-04	5.14595255e-01	8.25432980e-02	4.10447509e-02	4.14985471e-02
5.20371402      	-2.26799279e-04	5.15137785e-01	8.47925984e-02	4.21694999e-02	4.26230985e-02
5.20680441      	-2.26045035e-04	5.13885354e-01	8.16541136e-02	4.06010118e-02	4.10531018e-02
5.2098948       	-2.25250072e-04	5.14030460e-01	8.14179572e-02	4.04837285e-02	4.09342287e-02
5.21298519      	-2.24421578e-04	5.13383691e-01	7.66067625e-02	3.80789597e-02	3.85278028e-02
5.21607558      	-2.24228853e-04	5.12941841e-01	7.61337350e-02	3.78426386e-02	3.82910963e-02
5.21916597      	-2.24846891e-04	5.12172119e-01	7.84181954e-02	3.89842508e-02	3.94339446e-02
5.22225636      	-2.25537910e-04	5.13194183e-01	8.27946518e-02	4.11717880e-02	4.16228638e-02
5.22534675      	-2.25685114e-04	5.14550964e-01	8.42465273e-02	4.18975786e-02	4.23489488e-02
5.22843714      	-2.25715192e-04	5.15453855e-01	8.28014753e-02	4.11750225e-02	4.16264528e-02
5.23152753      	-2.25543962e-04	5.14391492e-01	8.41806110e-02	4.18647615e-02	4.23158495e-02
5.23461793      	-2.24640057e-04	5.14469813e-01	8.06262809e-02	4.00885004e-02	4.05377805e-02
5.23770832      	-2.23724665e-04	5.12931285e-01	7.44699994e-02	3.70112750e-02	3.74587243e-02
5.24079871      	-2.23313691e-04	5.14286380e-01	7.65904807e-02	3.80719266e-02	3.85185540e-02
5.2438891       	-2.23393879e-04	5.13536795e-01	8.07827648e-02	4.01679885e-02	4.06147763e-02
5.24697949      	-2.23654570e-04	5.13540964e-01	7.89990316e-02	3.92758612e-02	3.97231704e-02
5.25006988      	-2.23665790e-04	5.13534029e-01	8.01265510e-02	3.98396097e-02	4.02869413e-02
5.25316228      	-2.23756138e-04	5.13531717e-01	7.98435773e-02	3.96980325e-02	4.01455448e-02
5.25625468      	-2.23487142e-04	5.13715684e-01	8.14607720e-02	4.05068989e-02	4.09538731e-02
5.25934708      	-2.22828901e-04	5.14053763e-01	8.00272201e-02	3.97907812e-02	4.02364390e-02
5.26243949      	-2.22523419e-04	5.14181725e-01	7.95897395e-02	3.95723463e-02	4.00173931e-02
5.26553189      	-2.22240685e-04	5.15066178e-01	7.50704444e-02	3.73129815e-02	3.77574629e-02
5.26862429      	-2.22497275e-04	5.13605461e-01	7.91705196e-02	3.93627625e-02	3.98077571e-02
5.27171669      	-2.22912702e-04	5.13502401e-01	8.05600108e-02	4.00570927e-02	4.05029181e-02
5.2748091       	-2.23317135e-04	5.13365843e-01	8.48287097e-02	4.21910377e-02	4.26376720e-02
5.2779015       	-2.23455949e-04	5.13032356e-01	8.35729407e-02	4.15630144e-02	4.20099263e-02
5.2809939       	-2.22570095e-04	5.13068180e-01	7.84052299e-02	3.89800449e-02	3.94251851e-02
5.2840863       	-2.21845453e-04	5.13303336e-01	7.46202110e-02	3.70882601e-02	3.75319510e-02
5.28717871      	-2.21429016e-04	5.14413007e-01	7.83072017e-02	3.89321718e-02	3.93750298e-02
5.29027111      	-2.21119284e-04	5.15447919e-01	7.69476916e-02	3.82527265e-02	3.86949651e-02
5.29336351      	-2.21251525e-04	5.14613650e-01	7.81860272e-02	3.88717621e-02	3.93142651e-02
5.29645591      	-2.21938483e-04	5.13839381e-01	8.14422808e-02	4.04992019e-02	4.09430789e-02
5.29955035      	-2.22314616e-04	5.13006107e-01	8.57392804e-02	4.26473256e-02	4.30919548e-02
5.30264479      	-2.21953667e-04	5.12927582e-01	7.88817889e-02	3.92189408e-02	3.96628481e-02
5.30573922      	-2.21155821e-04	5.13273292e-01	7.88534489e-02	3.92055686e-02	3.96478803e-02
5.30883366      	-2.20876199e-04	5.14266612e-01	7.77144293e-02	3.86363384e-02	3.90780908e-02
5.3119281       	-2.20406950e-04	5.14560066e-01	7.74801044e-02	3.85196453e-02	3.89604592e-02
5.31502254      	-2.20149456e-04	5.14290119e-01	7.70054843e-02	3.82825927e-02	3.87228916e-02
5.31811697      	-2.20239828e-04	5.14077272e-01	7.76942171e-02	3.86268687e-02	3.90673484e-02
5.32121141      	-2.20739636e-04	5.14318396e-01	7.88479052e-02	3.92032130e-02	3.96446923e-02
5.32430585      	-2.20767976e-04	5.13570094e-01	8.31267797e-02	4.13426219e-02	4.17841578e-02
5.32740028      	-2.20448290e-04	5.13406486e-01	7.87694377e-02	3.91642705e-02	3.96051671e-02
5.33049472      	-2.19809031e-04	5.13154327e-01	7.79994007e-02	3.87798913e-02	3.92195094e-02
5.33358916      	-2.19306087e-04	5.14580393e-01	7.64013288e-02	3.79813583e-02	3.84199705e-02
5.33668359      	-2.18780713e-04	5.14630264e-01	8.00955550e-02	3.98289968e-02	4.02665582e-02
5.33977803      	-2.18808422e-04	5.15044037e-01	7.70725588e-02	3.83174710e-02	3.87550878e-02
5.34287452      	-2.18720853e-04	5.13539405e-01	7.58535040e-02	3.77080312e-02	3.81454729e-02
5.34597102      	-2.19415442e-04	5.13063924e-01	7.80022202e-02	3.87816946e-02	3.92205255e-02
5.34906751      	-2.19797570e-04	5.12961567e-01	8.14025943e-02	4.04814996e-02	4.09210947e-02
5.352164        	-2.19331736e-04	5.13206043e-01	8.13203273e-02	4.04408319e-02	4.08794954e-02
5.3552605       	-2.18567553e-04	5.13743775e-01	7.69061583e-02	3.82345116e-02	3.86716467e-02
5.35835699      	-2.18295400e-04	5.14811265e-01	7.61588165e-02	3.78611129e-02	3.82977037e-02
5.36145348      	-2.17973920e-04	5.13852192e-01	8.00492827e-02	3.98066675e-02	4.02426153e-02
5.36454997      	-2.17993945e-04	5.14783367e-01	7.58824731e-02	3.77232426e-02	3.81592305e-02
5.36764647      	-2.17794110e-04	5.14755559e-01	7.65572836e-02	3.80608477e-02	3.84964359e-02
5.37074296      	-2.18093222e-04	5.13644375e-01	7.87869409e-02	3.91753772e-02	3.96115637e-02
5.37383945      	-2.18415065e-04	5.13091663e-01	8.16535449e-02	4.06083574e-02	4.10451875e-02
5.37693595      	-2.17929216e-04	5.13285416e-01	7.47130354e-02	3.71385885e-02	3.75744469e-02
5.38003244      	-2.17498767e-04	5.13611496e-01	7.83533828e-02	3.89591927e-02	3.93941902e-02
5.38312893      	-2.17182671e-04	5.15229418e-01	8.10135241e-02	4.02895794e-02	4.07239447e-02
5.3862275       	-2.16539690e-04	5.14690099e-01	7.68206314e-02	3.81937760e-02	3.86268554e-02
5.38932607      	-2.16429116e-04	5.14615276e-01	7.47385235e-02	3.71528326e-02	3.75856908e-02
5.39242465      	-2.16817538e-04	5.13205105e-01	7.75693211e-02	3.85678430e-02	3.90014781e-02
5.39552322      	-2.17256500e-04	5.13484314e-01	8.21997205e-02	4.08826037e-02	4.13171167e-02
5.39862179      	-2.17132384e-04	5.13729581e-01	7.69990305e-02	3.82823828e-02	3.87166476e-02
5.40172036      	-2.16579934e-04	5.14324643e-01	7.61289491e-02	3.78478946e-02	3.82810545e-02
5.40481893      	-2.16290804e-04	5.14516372e-01	7.73950694e-02	3.84812439e-02	3.89138255e-02
5.4079175       	-2.15809314e-04	5.15108415e-01	7.65080284e-02	3.80382049e-02	3.84698235e-02
5.41101607      	-2.15313126e-04	5.14621578e-01	7.89535285e-02	3.92614511e-02	3.96920774e-02
5.41411464      	-2.15278998e-04	5.14077662e-01	7.38290872e-02	3.66992646e-02	3.71298226e-02
5.41721322      	-2.15872901e-04	5.14178123e-01	8.01190865e-02	3.98436703e-02	4.02754161e-02
5.42031179      	-2.16296332e-04	5.14260151e-01	7.99859036e-02	3.97766555e-02	4.02092481e-02
5.42341036      	-2.15954849e-04	5.14516699e-01	7.75056798e-02	3.85368851e-02	3.89687948e-02
5.42650893      	-2.15614491e-04	5.14526328e-01	7.66182871e-02	3.80935290e-02	3.85247580e-02
5.4296075       	-2.14950861e-04	5.14114715e-01	7.89534248e-02	3.92617615e-02	3.96916633e-02
5.43270607      	-2.14240422e-04	5.14060321e-01	7.52454087e-02	3.74084639e-02	3.78369448e-02
5.43580464      	-2.14056424e-04	5.12860673e-01	7.26063604e-02	3.60891238e-02	3.65172366e-02
5.43890532      	-2.14442892e-04	5.14091009e-01	7.55315527e-02	3.75513335e-02	3.79802192e-02
5.442006        	-2.15290053e-04	5.13774095e-01	8.03206236e-02	3.99450217e-02	4.03756018e-02
5.44510667      	-2.15627110e-04	5.14192891e-01	7.95611290e-02	3.95649374e-02	3.99961916e-02
5.44820735      	-2.15211997e-04	5.15042746e-01	7.99995839e-02	3.97845799e-02	4.02150039e-02
5.45130802      	-2.14648325e-04	5.16024981e-01	7.83150618e-02	3.89428826e-02	3.93721792e-02
5.4544087       	-2.13529442e-04	5.14824102e-01	7.47631821e-02	3.71680616e-02	3.75951205e-02
5.45750938      	-2.12852265e-04	5.14617784e-01	7.21810592e-02	3.58776773e-02	3.63033819e-02
5.46061005      	-2.12928274e-04	5.14280937e-01	7.24958263e-02	3.60349849e-02	3.64608414e-02
5.46371073      	-2.13402959e-04	5.14227762e-01	7.63811112e-02	3.79771526e-02	3.84039586e-02
5.4668114       	-2.14101434e-04	5.13028766e-01	8.23522797e-02	4.09620384e-02	4.13902413e-02
5.46991208      	-2.14407215e-04	5.14103911e-01	7.91806562e-02	3.93759209e-02	3.98047353e-02
5.47301276      	-2.14276224e-04	5.14774662e-01	8.02346213e-02	3.99030344e-02	4.03315869e-02
5.47611343      	-2.13671685e-04	5.15908636e-01	7.58443166e-02	3.77084866e-02	3.81358300e-02
5.47921411      	-2.12904841e-04	5.15246796e-01	7.37705064e-02	3.66723484e-02	3.70981580e-02
5.48231479      	-2.12594206e-04	5.15894830e-01	7.45539003e-02	3.70643559e-02	3.74895444e-02
5.48541546      	-2.12639628e-04	5.14730680e-01	7.54143433e-02	3.74945320e-02	3.79198113e-02
5.48851614      	-2.12838286e-04	5.14809109e-01	7.66671372e-02	3.81207303e-02	3.85464069e-02
5.49161681      	-2.12893592e-04	5.14442402e-01	7.82611372e-02	3.89176750e-02	3.93434622e-02
5.49471749      	-2.12759344e-04	5.14462428e-01	7.75907154e-02	3.85825984e-02	3.90081170e-02
5.49781817      	-2.12419616e-04	5.13741993e-01	7.48561954e-02	3.72156781e-02	3.76405173e-02
5.50091884      	-2.12302640e-04	5.14298237e-01	7.48341714e-02	3.72047830e-02	3.76293883e-02
5.50401952      	-2.11992331e-04	5.14571423e-01	7.96691815e-02	3.96225984e-02	4.00465831e-02
5.5071202       	-2.11883027e-04	5.15023080e-01	7.41323545e-02	3.68542942e-02	3.72780603e-02
5.51022301      	-2.11844722e-04	5.16050504e-01	7.81152519e-02	3.88457812e-02	3.92694707e-02
5.51332583      	-2.11809746e-04	5.15939431e-01	7.68553227e-02	3.82158516e-02	3.86394711e-02
5.51642865      	-2.11670770e-04	5.14618413e-01	7.59510693e-02	3.77638639e-02	3.81872054e-02
5.51953147      	-2.11720731e-04	5.13990459e-01	7.66145807e-02	3.80955696e-02	3.85190111e-02
5.52263428      	-2.11672736e-04	5.14606756e-01	7.83609404e-02	3.89687975e-02	3.93921429e-02
5.5257371       	-2.11080882e-04	5.14356840e-01	7.38200497e-02	3.66989440e-02	3.71211057e-02
5.52883992      	-2.10536997e-04	5.14411024e-01	7.25348061e-02	3.60568661e-02	3.64779401e-02
5.53194274      	-2.10375301e-04	5.14380808e-01	7.28879784e-02	3.62336139e-02	3.66543645e-02
5.53504555      	-2.10572149e-04	5.15514826e-01	7.77429171e-02	3.86608864e-02	3.90820307e-02
5.53814837      	-2.10693624e-04	5.15453330e-01	7.79313442e-02	3.87549785e-02	3.91763657e-02
5.54125119      	-2.10351291e-04	5.14910312e-01	7.79434385e-02	3.87613680e-02	3.91820706e-02
5.54435401      	-2.10389281e-04	5.14845765e-01	7.37163378e-02	3.66477796e-02	3.70685582e-02
5.54745682      	-2.10227297e-04	5.14464907e-01	7.85535491e-02	3.90665473e-02	3.94870019e-02
5.55055964      	-2.09751312e-04	5.14841592e-01	7.31323481e-02	3.63564227e-02	3.67759254e-02
5.55366246      	-2.09435674e-04	5.14590575e-01	7.43642348e-02	3.69726817e-02	3.73915531e-02
5.55676528      	-2.09603622e-04	5.14767945e-01	7.61045097e-02	3.78426512e-02	3.82618585e-02
5.55986809      	-2.09613614e-04	5.14560698e-01	7.86721162e-02	3.91264445e-02	3.95456717e-02
5.56297091      	-2.09436000e-04	5.14685273e-01	7.13875324e-02	3.54843302e-02	3.59032022e-02
5.56607373      	-2.09477767e-04	5.15381726e-01	7.69123940e-02	3.82467192e-02	3.86656748e-02
5.56917655      	-2.09622314e-04	5.15400266e-01	7.56286900e-02	3.76047227e-02	3.80239673e-02
5.57227936      	-2.09643811e-04	5.14961005e-01	7.45458443e-02	3.70632784e-02	3.74825660e-02
5.57538218      	-2.09204707e-04	5.15678397e-01	7.83886463e-02	3.89851185e-02	3.94035279e-02
5.578485        	-2.08702688e-04	5.14456481e-01	7.52819377e-02	3.74322661e-02	3.78496715e-02
5.58158782      	-2.08167050e-04	5.15454362e-01	7.60681191e-02	3.78258925e-02	3.82422266e-02
5.58469063      	-2.07817356e-04	5.14377880e-01	7.49795203e-02	3.72819428e-02	3.76975775e-02
5.58779345      	-2.07970180e-04	5.15712671e-01	7.34622184e-02	3.65231390e-02	3.69390794e-02
5.59089627      	-2.08147631e-04	5.15152012e-01	7.02181862e-02	3.49009455e-02	3.53172407e-02
5.59399909      	-2.08588179e-04	5.14019928e-01	7.66907470e-02	3.81367853e-02	3.85539617e-02
5.5971019       	-2.09017625e-04	5.14189768e-01	7.97791367e-02	3.96805507e-02	4.00985860e-02
5.60020472      	-2.08672591e-04	5.15140335e-01	7.51047927e-02	3.73437238e-02	3.77610689e-02
5.60330754      	-2.07993114e-04	5.16068977e-01	7.52609969e-02	3.74225053e-02	3.78384916e-02
5.60641036      	-2.07434256e-04	5.16189137e-01	7.23361122e-02	3.59606218e-02	3.63754903e-02
5.60951317      	-2.07155087e-04	5.15486749e-01	7.34657971e-02	3.65257435e-02	3.69400536e-02
5.61261599      	-2.07000876e-04	5.14676653e-01	7.31552415e-02	3.63706199e-02	3.67846216e-02
5.61572101      	-2.07109266e-04	5.14720835e-01	7.84950107e-02	3.90403961e-02	3.94546146e-02
5.61882602      	-2.07134042e-04	5.15116865e-01	7.53060556e-02	3.74458937e-02	3.78601618e-02
5.62193103      	-2.07058640e-04	5.14843707e-01	7.48570540e-02	3.72214684e-02	3.76355857e-02
5.62503605      	-2.07187126e-04	5.14958607e-01	7.57368954e-02	3.76612606e-02	3.80756348e-02
5.62814106      	-2.07168136e-04	5.15022673e-01	7.42883604e-02	3.69370121e-02	3.73513483e-02
5.63124607      	-2.06801143e-04	5.14587527e-01	7.21404102e-02	3.58634040e-02	3.62770062e-02
5.63435109      	-2.06575758e-04	5.14899224e-01	7.51898646e-02	3.73883565e-02	3.78015080e-02
5.6374561       	-2.06240742e-04	5.15313526e-01	7.26380954e-02	3.61128069e-02	3.65252884e-02
5.64056111      	-2.06071297e-04	5.15851463e-01	7.46629843e-02	3.71254208e-02	3.75375634e-02
5.64366613      	-2.06499483e-04	5.14840235e-01	7.72620884e-02	3.84245447e-02	3.88375437e-02
5.64677114      	-2.06651822e-04	5.14858558e-01	7.97225712e-02	3.96546338e-02	4.00679374e-02
5.64987615      	-2.06409424e-04	5.15219737e-01	6.90038617e-02	3.42955214e-02	3.47083403e-02
5.65298117      	-2.06061144e-04	5.14823885e-01	7.53238700e-02	3.74558739e-02	3.78679962e-02
5.65608618      	-2.05746649e-04	5.15318861e-01	7.24368172e-02	3.60126619e-02	3.64241552e-02
5.65919119      	-2.05344883e-04	5.15246172e-01	7.65635150e-02	3.80764126e-02	3.84871024e-02
5.66229621      	-2.04728938e-04	5.16776430e-01	7.17423339e-02	3.56664380e-02	3.60758959e-02
5.66540122      	-2.04778126e-04	5.16119638e-01	7.54486716e-02	3.75195577e-02	3.79291139e-02
5.66850623      	-2.05255458e-04	5.15617505e-01	7.60235380e-02	3.78065135e-02	3.82170244e-02
5.67161125      	-2.05455644e-04	5.14674767e-01	7.66673633e-02	3.81282260e-02	3.85391373e-02
5.67471626      	-2.05690945e-04	5.14766812e-01	7.37527921e-02	3.66707051e-02	3.70820870e-02
5.67782127      	-2.05347518e-04	5.15275593e-01	7.62229086e-02	3.79061068e-02	3.83168018e-02
5.68092629      	-2.04934205e-04	5.15353919e-01	7.62552528e-02	3.79226922e-02	3.83325606e-02
5.6840313       	-2.04194209e-04	5.16042232e-01	7.54560293e-02	3.75238204e-02	3.79322088e-02
5.68713631      	-2.03573872e-04	5.16862248e-01	6.99738560e-02	3.47833541e-02	3.51905019e-02
5.69024133      	-2.03447388e-04	5.16489102e-01	7.23647387e-02	3.59789220e-02	3.63858167e-02
5.69334634      	-2.03786926e-04	5.16162153e-01	7.34310162e-02	3.65117212e-02	3.69192950e-02
5.69645135      	-2.04133953e-04	5.15293236e-01	7.50621653e-02	3.73269487e-02	3.77352166e-02
5.69955637      	-2.04411898e-04	5.15681905e-01	7.49593499e-02	3.72752630e-02	3.76840868e-02
5.70266138      	-2.04461311e-04	5.14871327e-01	7.37688370e-02	3.66799572e-02	3.70888798e-02
5.7057664       	-2.03815226e-04	5.16045656e-01	7.62403458e-02	3.79163577e-02	3.83239881e-02
5.70887141      	-2.02865506e-04	5.17409327e-01	7.48441423e-02	3.72192056e-02	3.76249367e-02
5.71197642      	-2.02300807e-04	5.16876746e-01	7.07513569e-02	3.51733776e-02	3.55779792e-02
5.71508144      	-2.02379499e-04	5.15012049e-01	7.08674587e-02	3.52313499e-02	3.56361089e-02
5.71818645      	-2.02920155e-04	5.14553227e-01	7.47577195e-02	3.71759396e-02	3.75817799e-02
5.72129146      	-2.03429517e-04	5.15651349e-01	7.46347525e-02	3.71139467e-02	3.75208058e-02
5.72439648      	-2.03786317e-04	5.15785560e-01	7.35094899e-02	3.65509586e-02	3.69585313e-02
5.72750149      	-2.03679093e-04	5.17308192e-01	7.96061504e-02	3.95993961e-02	4.00067543e-02
5.7306065       	-2.02848383e-04	5.18136127e-01	7.38591118e-02	3.67267075e-02	3.71324043e-02
5.73371152      	-2.01853240e-04	5.16776057e-01	7.42144946e-02	3.69053941e-02	3.73091006e-02
5.73681653      	-2.01122735e-04	5.16404750e-01	6.90708559e-02	3.43343052e-02	3.47365507e-02
5.73992154      	-2.00912669e-04	5.15784252e-01	7.06559042e-02	3.51270394e-02	3.55288647e-02
5.74302656      	-2.01188908e-04	5.14667568e-01	7.08191323e-02	3.52083773e-02	3.56107551e-02
5.74613157      	-2.01694648e-04	5.14780790e-01	7.28184859e-02	3.62075483e-02	3.66109376e-02
5.74923658      	-2.02217308e-04	5.15397895e-01	7.45923162e-02	3.70939408e-02	3.74983754e-02
5.7523416       	-2.02386508e-04	5.17391169e-01	7.61349170e-02	3.78650720e-02	3.82698450e-02
5.75544661      	-2.02257822e-04	5.17342937e-01	7.68844917e-02	3.82399880e-02	3.86445037e-02
5.7585539       	-2.01575079e-04	5.16652686e-01	7.54789213e-02	3.75378856e-02	3.79410357e-02
5.76166118      	-2.01033023e-04	5.17108521e-01	6.99376888e-02	3.47678114e-02	3.51698774e-02
5.76476847      	-2.00927218e-04	5.16533388e-01	7.15751891e-02	3.55866673e-02	3.59885218e-02
5.76787576      	-2.01349267e-04	5.15739499e-01	7.23140837e-02	3.59556926e-02	3.63583911e-02
5.77098304      	-2.01390137e-04	5.16100381e-01	7.42119175e-02	3.69045686e-02	3.73073489e-02
5.77409033      	-2.01550549e-04	5.16124769e-01	7.56292875e-02	3.76130932e-02	3.80161943e-02
5.77719762      	-2.01010368e-04	5.16574008e-01	7.44754282e-02	3.70367037e-02	3.74387245e-02
