# Force coefficients
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
26.48915816     	-1.72507236e-04	5.29158008e-01	5.27675056e-02	2.62112456e-02	2.65562600e-02
26.49234694     	-1.72284530e-04	5.30678898e-01	5.01765168e-02	2.49159739e-02	2.52605429e-02
26.49553571     	-1.72332295e-04	5.30298704e-01	5.12390106e-02	2.54471730e-02	2.57918376e-02
26.49872449     	-1.72319967e-04	5.30907343e-01	5.49884925e-02	2.73219263e-02	2.76665662e-02
26.50191327     	-1.71805388e-04	5.30297851e-01	5.22524229e-02	2.59544060e-02	2.62980168e-02
26.50510204     	-1.71264871e-04	5.29171347e-01	5.19238032e-02	2.57906367e-02	2.61331665e-02
26.50829082     	-1.71226170e-04	5.29573414e-01	4.76993655e-02	2.36784566e-02	2.40209089e-02
26.51147959     	-1.71378444e-04	5.29787069e-01	5.15903049e-02	2.56237740e-02	2.59665309e-02
26.51466837     	-1.71624088e-04	5.30004408e-01	4.93542061e-02	2.45054790e-02	2.48487271e-02
26.51785714     	-1.72139454e-04	5.29475797e-01	5.36812977e-02	2.66685094e-02	2.70127883e-02
26.52104592     	-1.72778641e-04	5.30063168e-01	5.43080074e-02	2.69812251e-02	2.73267824e-02
26.52423469     	-1.72611772e-04	5.29392939e-01	5.52179704e-02	2.74363734e-02	2.77815970e-02
26.52742347     	-1.72211218e-04	5.29605582e-01	5.05634191e-02	2.51094983e-02	2.54539207e-02
26.53061224     	-1.71729660e-04	5.29726766e-01	5.15583363e-02	2.56074385e-02	2.59508978e-02
26.53380102     	-1.71638119e-04	5.30403782e-01	4.97862618e-02	2.47214928e-02	2.50647690e-02
26.5369898      	-1.71541292e-04	5.30472274e-01	4.90942785e-02	2.43755980e-02	2.47186805e-02
26.54017857     	-1.71741144e-04	5.30509655e-01	5.32754318e-02	2.64659747e-02	2.68094570e-02
26.54336735     	-1.71997530e-04	5.30479849e-01	5.49932687e-02	2.73246368e-02	2.76686319e-02
26.54655612     	-1.71750645e-04	5.29208522e-01	5.03648476e-02	2.50106732e-02	2.53541745e-02
26.5497449      	-1.71593115e-04	5.28070237e-01	5.13718204e-02	2.55143171e-02	2.58575033e-02
26.55293367     	-1.71793386e-04	5.28922843e-01	4.96913344e-02	2.46738738e-02	2.50174606e-02
26.55612245     	-1.72074395e-04	5.29891094e-01	5.17248778e-02	2.56903645e-02	2.60345133e-02
26.55931122     	-1.72336168e-04	5.30026898e-01	4.87816446e-02	2.42184862e-02	2.45631585e-02
26.5625         	-1.72564890e-04	5.30537555e-01	5.34277404e-02	2.65413053e-02	2.68864351e-02
26.56568878     	-1.72841832e-04	5.29968558e-01	5.57969146e-02	2.77256155e-02	2.80712991e-02
26.56887755     	-1.72422894e-04	5.30241776e-01	5.30653643e-02	2.63602593e-02	2.67051050e-02
26.57206633     	-1.71918428e-04	5.29346288e-01	5.23297010e-02	2.59929321e-02	2.63367689e-02
26.5752551      	-1.71505377e-04	5.29760694e-01	5.26068624e-02	2.61319258e-02	2.64749366e-02
26.57844388     	-1.71286085e-04	5.30082184e-01	4.61685626e-02	2.29129952e-02	2.32555674e-02
26.58163265     	-1.71378099e-04	5.30307066e-01	4.76319419e-02	2.36445928e-02	2.39873490e-02
26.58482143     	-1.71902327e-04	5.30510526e-01	5.11437306e-02	2.53999630e-02	2.57437676e-02
26.5880102      	-1.72441967e-04	5.31564984e-01	5.49920168e-02	2.73235664e-02	2.76684504e-02
26.59119898     	-1.72871687e-04	5.30028146e-01	5.57017955e-02	2.76780261e-02	2.80237695e-02
26.59438776     	-1.72721927e-04	5.30552325e-01	5.30609153e-02	2.63577357e-02	2.67031796e-02
26.59757653     	-1.72466634e-04	5.28966293e-01	5.37499597e-02	2.67025132e-02	2.70474465e-02
26.60076531     	-1.72079727e-04	5.29851197e-01	5.10755572e-02	2.53656989e-02	2.57098583e-02
26.60395408     	-1.71702888e-04	5.30734440e-01	4.81618443e-02	2.39092192e-02	2.42526250e-02
26.60713987     	-1.71579124e-04	5.30591433e-01	5.04684042e-02	2.50626230e-02	2.54057812e-02
26.61032565     	-1.71975867e-04	5.30441282e-01	5.04149764e-02	2.50355123e-02	2.53794641e-02
26.61351143     	-1.72340093e-04	5.29792246e-01	5.25870914e-02	2.61212056e-02	2.64658858e-02
26.61669722     	-1.72712323e-04	5.29755041e-01	5.29287230e-02	2.62916492e-02	2.66370738e-02
26.619883       	-1.72788400e-04	5.29938550e-01	5.36920309e-02	2.66732271e-02	2.70188039e-02
26.62306879     	-1.72725262e-04	5.29699419e-01	5.29021514e-02	2.62783504e-02	2.66238010e-02
26.62625457     	-1.72350955e-04	5.30468422e-01	5.25580620e-02	2.61066801e-02	2.64513820e-02
26.62944035     	-1.71907578e-04	5.30305828e-01	5.01314348e-02	2.48938098e-02	2.52376250e-02
26.63262614     	-1.71641623e-04	5.30578933e-01	5.02655809e-02	2.49611488e-02	2.53044321e-02
26.63581192     	-1.71663588e-04	5.30205610e-01	5.07214220e-02	2.51890474e-02	2.55323746e-02
26.63899771     	-1.71911431e-04	5.29935201e-01	5.29311019e-02	2.62936395e-02	2.66374624e-02
26.64218349     	-1.72218857e-04	5.29275312e-01	5.13485943e-02	2.55020783e-02	2.58465160e-02
26.64536928     	-1.72800112e-04	5.28675451e-01	5.45391625e-02	2.70967812e-02	2.74423814e-02
26.64855506     	-1.72865922e-04	5.29689069e-01	5.23652305e-02	2.60097493e-02	2.63554812e-02
26.65174084     	-1.72643052e-04	5.30306409e-01	5.12411688e-02	2.54479414e-02	2.57932275e-02
26.65492663     	-1.72374826e-04	5.30327964e-01	4.73732449e-02	2.35142476e-02	2.38589973e-02
26.65811241     	-1.72310053e-04	5.31225135e-01	5.43010703e-02	2.69782251e-02	2.73228452e-02
26.6612982      	-1.72363942e-04	5.30107799e-01	5.42630363e-02	2.69591542e-02	2.73038821e-02
26.66448398     	-1.72063267e-04	5.30009990e-01	5.20696459e-02	2.58627597e-02	2.62068862e-02
26.66766976     	-1.72090932e-04	5.28883239e-01	5.21769852e-02	2.59164017e-02	2.62605835e-02
26.67085555     	-1.72269050e-04	5.29797023e-01	5.15766881e-02	2.56160750e-02	2.59606131e-02
26.67404133     	-1.72175005e-04	5.29725067e-01	4.90536421e-02	2.43546461e-02	2.46989961e-02
26.67722712     	-1.72190548e-04	5.29630303e-01	5.14482761e-02	2.55519475e-02	2.58963286e-02
26.6804129      	-1.72456349e-04	5.29696941e-01	5.12908978e-02	2.54729926e-02	2.58179053e-02
26.68359869     	-1.72729633e-04	5.30237541e-01	5.43631364e-02	2.70088386e-02	2.73542978e-02
26.68678447     	-1.72599280e-04	5.29678187e-01	5.01771041e-02	2.49159528e-02	2.52611513e-02
26.68997025     	-1.72473261e-04	5.30091377e-01	5.36224816e-02	2.66387675e-02	2.69837141e-02
26.69315604     	-1.72552051e-04	5.29606483e-01	5.19775944e-02	2.58162452e-02	2.61613493e-02
26.69634182     	-1.72430363e-04	5.29945564e-01	5.23331041e-02	2.59941217e-02	2.63389824e-02
26.69952761     	-1.72273697e-04	5.30174450e-01	4.97448102e-02	2.47001314e-02	2.50446788e-02
26.70271339     	-1.72054279e-04	5.30659401e-01	5.23731002e-02	2.60144958e-02	2.63586044e-02
26.70589917     	-1.71976162e-04	5.29841531e-01	4.92732044e-02	2.44646261e-02	2.48085784e-02
26.70908496     	-1.71703745e-04	5.29613246e-01	5.23705922e-02	2.60135923e-02	2.63569998e-02
26.71227074     	-1.71904714e-04	5.30887484e-01	5.26858198e-02	2.61710052e-02	2.65148146e-02
26.71545653     	-1.72358141e-04	5.30901108e-01	5.29332255e-02	2.62942546e-02	2.66389709e-02
26.71864231     	-1.72962864e-04	5.30314105e-01	5.25505808e-02	2.61023275e-02	2.64482533e-02
26.7218281      	-1.72996314e-04	5.30680668e-01	5.25571159e-02	2.61055616e-02	2.64515543e-02
26.72501388     	-1.72794499e-04	5.31048450e-01	5.18942262e-02	2.57743186e-02	2.61199076e-02
26.72819966     	-1.72178817e-04	5.31098478e-01	5.10247944e-02	2.53402184e-02	2.56845760e-02
26.73138545     	-1.72035078e-04	5.30689309e-01	4.87751959e-02	2.42155629e-02	2.45596330e-02
26.73457123     	-1.71901923e-04	5.30759268e-01	5.21651624e-02	2.59106793e-02	2.62544831e-02
26.73775702     	-1.71859081e-04	5.29888834e-01	5.20595724e-02	2.58579271e-02	2.62016453e-02
26.7409428      	-1.72253728e-04	5.29715079e-01	5.26451996e-02	2.61503461e-02	2.64948536e-02
26.74412858     	-1.72752697e-04	5.29814122e-01	5.37486136e-02	2.67015541e-02	2.70470595e-02
26.74731437     	-1.72736142e-04	5.30503644e-01	5.03434628e-02	2.49989953e-02	2.53444675e-02
26.75050015     	-1.72758555e-04	5.30384326e-01	4.90407491e-02	2.43476160e-02	2.46931331e-02
26.75368594     	-1.72654585e-04	5.30633124e-01	5.40593552e-02	2.68570230e-02	2.72023322e-02
26.75687172     	-1.72540187e-04	5.30389707e-01	5.19929758e-02	2.58239477e-02	2.61690281e-02
26.76005751     	-1.72099965e-04	5.30394600e-01	5.20330055e-02	2.58444028e-02	2.61886027e-02
26.76324329     	-1.71858196e-04	5.30328397e-01	5.13581409e-02	2.55072122e-02	2.58509286e-02
26.76642907     	-1.72083864e-04	5.29971035e-01	5.45080831e-02	2.70819577e-02	2.74261254e-02
26.76961486     	-1.72436161e-04	5.29222715e-01	4.99668023e-02	2.48109650e-02	2.51558373e-02
26.77280064     	-1.72447224e-04	5.29925851e-01	4.87983801e-02	2.42267428e-02	2.45716373e-02
26.77598643     	-1.72677697e-04	5.29852361e-01	5.24183596e-02	2.60365021e-02	2.63818575e-02
26.77917221     	-1.72870596e-04	5.30256654e-01	5.57004856e-02	2.76773722e-02	2.80231134e-02
26.78235799     	-1.72949728e-04	5.30590888e-01	5.16992271e-02	2.56766638e-02	2.60225633e-02
26.78554378     	-1.72449567e-04	5.30422372e-01	5.09876300e-02	2.53213654e-02	2.56662645e-02
26.78872956     	-1.71912574e-04	5.30591328e-01	5.01823446e-02	2.49192597e-02	2.52630849e-02
26.79191535     	-1.71667164e-04	5.30728965e-01	5.06313256e-02	2.51439957e-02	2.54873300e-02
26.79510113     	-1.71781194e-04	5.29961882e-01	4.92304126e-02	2.44434251e-02	2.47869875e-02
26.79828692     	-1.72038260e-04	5.29858475e-01	5.18345676e-02	2.57452455e-02	2.60893221e-02
26.8014727      	-1.72584514e-04	5.29551129e-01	5.28725849e-02	2.62637079e-02	2.66088770e-02
26.80465848     	-1.72913771e-04	5.29751078e-01	5.48919112e-02	2.72730418e-02	2.76188694e-02
26.80784427     	-1.72831511e-04	5.29663871e-01	5.19222891e-02	2.57883130e-02	2.61339760e-02
26.81103005     	-1.72799191e-04	5.30319221e-01	5.10080642e-02	2.53312329e-02	2.56768313e-02
26.81421584     	-1.72837216e-04	5.30443002e-01	5.10553578e-02	2.53548417e-02	2.57005161e-02
26.81740162     	-1.72800864e-04	5.30861236e-01	5.28538783e-02	2.62541383e-02	2.65997400e-02
26.8205874      	-1.72537028e-04	5.30998933e-01	5.16729612e-02	2.56639436e-02	2.60090176e-02
26.82377319     	-1.72369274e-04	5.30509228e-01	5.14557399e-02	2.55555007e-02	2.59002392e-02
26.82695897     	-1.72425729e-04	5.30627269e-01	5.39328665e-02	2.67940075e-02	2.71388590e-02
26.83014476     	-1.72117596e-04	5.30330407e-01	5.32898450e-02	2.64728049e-02	2.68170401e-02
26.83333054     	-1.71846156e-04	5.30053380e-01	4.84599597e-02	2.40581337e-02	2.44018260e-02
26.83651633     	-1.72103744e-04	5.29429253e-01	4.77788878e-02	2.37173401e-02	2.40615476e-02
26.83970211     	-1.72587060e-04	5.30381325e-01	5.14444200e-02	2.55496229e-02	2.58947971e-02
26.84288789     	-1.72755946e-04	5.30760809e-01	5.46567166e-02	2.71556023e-02	2.75011142e-02
26.84607368     	-1.72723002e-04	5.30740582e-01	5.06189394e-02	2.51367467e-02	2.54821927e-02
26.84925946     	-1.73117511e-04	5.31498954e-01	5.53862344e-02	2.75199997e-02	2.78662347e-02
26.85244525     	-1.73250413e-04	5.30241431e-01	5.52385340e-02	2.74460166e-02	2.77925174e-02
26.85563103     	-1.72791305e-04	5.30380507e-01	5.18493950e-02	2.57519062e-02	2.60974888e-02
26.85881681     	-1.72360489e-04	5.30840081e-01	4.99537175e-02	2.48044983e-02	2.51492192e-02
26.8620026      	-1.72246263e-04	5.29676192e-01	5.07473266e-02	2.52014171e-02	2.55459096e-02
26.86518838     	-1.72204157e-04	5.30596699e-01	5.03266961e-02	2.49911439e-02	2.53355522e-02
26.86837417     	-1.71851796e-04	5.30159365e-01	4.90158437e-02	2.43360700e-02	2.46797736e-02
26.87155995     	-1.72282002e-04	5.30985111e-01	5.19085755e-02	2.57820057e-02	2.61265698e-02
26.87474574     	-1.72776984e-04	5.30688966e-01	5.40339331e-02	2.68441896e-02	2.71897436e-02
26.87793152     	-1.72824045e-04	5.29901203e-01	5.19227012e-02	2.57885266e-02	2.61341747e-02
26.8811173      	-1.72721698e-04	5.30705433e-01	5.34529906e-02	2.65537736e-02	2.68992170e-02
26.88430309     	-1.72591349e-04	5.31081237e-01	4.89358055e-02	2.42953114e-02	2.46404941e-02
26.88748887     	-1.72548686e-04	5.30509432e-01	5.36904176e-02	2.66726601e-02	2.70177575e-02
26.89067466     	-1.72440085e-04	5.30772369e-01	5.16190294e-02	2.56370746e-02	2.59819548e-02
26.89386044     	-1.72409980e-04	5.30267930e-01	5.34703767e-02	2.65627784e-02	2.69075983e-02
26.89704622     	-1.72626016e-04	5.30382865e-01	5.09177521e-02	2.52862500e-02	2.56315021e-02
26.90023201     	-1.72584658e-04	5.29253047e-01	5.25427311e-02	2.60987809e-02	2.64439502e-02
26.90341779     	-1.72583218e-04	5.30060491e-01	5.22447422e-02	2.59497879e-02	2.62949543e-02
26.90660358     	-1.72443762e-04	5.31156825e-01	5.41329105e-02	2.68940115e-02	2.72388990e-02
26.90978936     	-1.72009941e-04	5.30875156e-01	4.83238042e-02	2.39898921e-02	2.43339120e-02
26.91297515     	-1.71964502e-04	5.31309694e-01	5.13540666e-02	2.55050688e-02	2.58489978e-02
26.91616093     	-1.72207410e-04	5.31045023e-01	5.20245139e-02	2.58400495e-02	2.61844643e-02
26.91934671     	-1.72240671e-04	5.30525301e-01	5.24014878e-02	2.60285032e-02	2.63729846e-02
26.9225325      	-1.72235828e-04	5.30001804e-01	5.05468690e-02	2.51011987e-02	2.54456703e-02
26.92571828     	-1.72281469e-04	5.30330427e-01	5.30346860e-02	2.63450615e-02	2.66896245e-02
26.92890407     	-1.72505351e-04	5.29681850e-01	5.30113546e-02	2.63331720e-02	2.66781827e-02
26.93208985     	-1.72468209e-04	5.30092739e-01	5.30938609e-02	2.63744623e-02	2.67193987e-02
26.93527563     	-1.72374402e-04	5.30480277e-01	4.95482482e-02	2.46017497e-02	2.49464985e-02
26.93846142     	-1.72483044e-04	5.31144212e-01	5.32030349e-02	2.64290344e-02	2.67740005e-02
26.9416472      	-1.72789786e-04	5.31516273e-01	5.16871915e-02	2.56708060e-02	2.60163856e-02
26.94483299     	-1.72571787e-04	5.31584028e-01	5.46230621e-02	2.71389593e-02	2.74841028e-02
26.94801877     	-1.72234394e-04	5.31221363e-01	5.08549759e-02	2.52552535e-02	2.55997223e-02
26.95120456     	-1.71987499e-04	5.30285050e-01	5.22202182e-02	2.59381216e-02	2.62820966e-02
26.95439034     	-1.71901601e-04	5.30504158e-01	4.97415424e-02	2.46988696e-02	2.50426728e-02
26.95757612     	-1.71762910e-04	5.30781297e-01	5.08505733e-02	2.52535238e-02	2.55970496e-02
26.96076191     	-1.72001524e-04	5.30856011e-01	5.10794820e-02	2.53677395e-02	2.57117425e-02
26.96394769     	-1.72376220e-04	5.30482874e-01	5.32996894e-02	2.64774685e-02	2.68222209e-02
26.96713348     	-1.72634629e-04	5.31146777e-01	5.22701056e-02	2.59624182e-02	2.63076874e-02
26.97031926     	-1.72588818e-04	5.31320601e-01	5.33234357e-02	2.64891290e-02	2.68343067e-02
26.97350504     	-1.72785010e-04	5.30812760e-01	5.06634501e-02	2.51589401e-02	2.55045101e-02
26.97669083     	-1.72792352e-04	5.31244297e-01	5.32756645e-02	2.64650399e-02	2.68106246e-02
26.97987661     	-1.72628135e-04	5.30720366e-01	5.23744923e-02	2.60146180e-02	2.63598743e-02
26.9830624      	-1.72338092e-04	5.31144994e-01	5.22173638e-02	2.59363438e-02	2.62810200e-02
26.98624818     	-1.72007170e-04	5.30934679e-01	4.92764135e-02	2.44661996e-02	2.48102139e-02
26.98943397     	-1.71905706e-04	5.31573560e-01	5.41288954e-02	2.68925420e-02	2.72363534e-02
26.99261975     	-1.71880540e-04	5.31238634e-01	5.07916830e-02	2.52239610e-02	2.55677220e-02
26.99580553     	-1.71837756e-04	5.30185565e-01	5.24058806e-02	2.60311025e-02	2.63747781e-02
26.99899132     	-1.72261448e-04	5.30296486e-01	5.22606545e-02	2.59580658e-02	2.63025887e-02
27.0021771      	-1.72515626e-04	5.30261513e-01	5.28021952e-02	2.62285820e-02	2.65736132e-02
27.00536289     	-1.72490163e-04	5.30622044e-01	4.94450038e-02	2.45500117e-02	2.48949920e-02
27.00854867     	-1.72066312e-04	5.31736347e-01	5.43235829e-02	2.69897251e-02	2.73338578e-02
27.01173445     	-1.72078433e-04	5.31864563e-01	4.95247351e-02	2.45902891e-02	2.49344460e-02
27.01492024     	-1.71982902e-04	5.31259599e-01	5.15349561e-02	2.55954952e-02	2.59394610e-02
27.01810602     	-1.71903882e-04	5.30881746e-01	5.14027610e-02	2.55294766e-02	2.58732844e-02
27.02129181     	-1.72137255e-04	5.30130029e-01	5.65862072e-02	2.81209663e-02	2.84652409e-02
27.02447759     	-1.72322187e-04	5.29441621e-01	5.06746854e-02	2.51650205e-02	2.55096649e-02
27.02766338     	-1.72473364e-04	5.30428258e-01	5.18723018e-02	2.57636775e-02	2.61086242e-02
27.03084916     	-1.72559590e-04	5.30480328e-01	5.14519142e-02	2.55533975e-02	2.58985167e-02
27.03403494     	-1.72322110e-04	5.31354687e-01	5.30246672e-02	2.63400115e-02	2.66846557e-02
27.03722073     	-1.71847411e-04	5.31888948e-01	4.78854823e-02	2.37708937e-02	2.41145885e-02
27.04040651     	-1.71706597e-04	5.31965525e-01	5.15968946e-02	2.56267407e-02	2.59701539e-02
27.0435923      	-1.71921548e-04	5.30986832e-01	5.27868814e-02	2.62215191e-02	2.65653622e-02
27.04677808     	-1.72140571e-04	5.30006323e-01	5.36463323e-02	2.66510256e-02	2.69953067e-02
27.04996386     	-1.72362109e-04	5.29898537e-01	5.33613825e-02	2.65083291e-02	2.68530533e-02
27.05314965     	-1.72427579e-04	5.30478750e-01	5.11622560e-02	2.54087004e-02	2.57535556e-02
27.05633543     	-1.72183808e-04	5.30243082e-01	5.09783275e-02	2.53169800e-02	2.56613476e-02
27.05952122     	-1.72037669e-04	5.30953368e-01	5.01357549e-02	2.48958398e-02	2.52399151e-02
27.062707       	-1.71981001e-04	5.31043939e-01	4.99389013e-02	2.47974697e-02	2.51414317e-02
27.06589279     	-1.71807092e-04	5.31164089e-01	5.34308366e-02	2.65436112e-02	2.68872254e-02
27.06907857     	-1.71983180e-04	5.30285613e-01	5.38492438e-02	2.67526387e-02	2.70966051e-02
27.07226435     	-1.72174132e-04	5.31581095e-01	5.35123014e-02	2.65839766e-02	2.69283249e-02
27.07545014     	-1.72345805e-04	5.31050236e-01	5.14685107e-02	2.55619096e-02	2.59066012e-02
27.07863592     	-1.72215907e-04	5.30700711e-01	5.24978764e-02	2.60767223e-02	2.64211541e-02
27.08182171     	-1.71885566e-04	5.31198732e-01	5.01975005e-02	2.49268647e-02	2.52706358e-02
27.08500749     	-1.71499556e-04	5.30986028e-01	5.15681630e-02	2.56125819e-02	2.59555810e-02
27.08819327     	-1.71304531e-04	5.31171970e-01	4.98822076e-02	2.47697993e-02	2.51124083e-02
27.09137906     	-1.71466247e-04	5.30390852e-01	5.24478895e-02	2.60524785e-02	2.63954110e-02
27.09456484     	-1.72097200e-04	5.30773273e-01	5.15817825e-02	2.56187941e-02	2.59629885e-02
27.09775063     	-1.72558047e-04	5.30899831e-01	5.45493481e-02	2.71021160e-02	2.74472321e-02
27.10093641     	-1.72931397e-04	5.30677972e-01	5.28711870e-02	2.62626621e-02	2.66085249e-02
27.1041222      	-1.72842262e-04	5.31596512e-01	5.27092936e-02	2.61818045e-02	2.65274891e-02
27.10730798     	-1.72484166e-04	5.31643810e-01	5.19980289e-02	2.58265303e-02	2.61714986e-02
27.11049376     	-1.71774671e-04	5.31929291e-01	5.15691826e-02	2.56128166e-02	2.59563660e-02
27.11367955     	-1.71277599e-04	5.30914825e-01	5.15238083e-02	2.55906265e-02	2.59331817e-02
27.11686533     	-1.71348160e-04	5.30976179e-01	5.14362182e-02	2.55467609e-02	2.58894573e-02
27.12005112     	-1.71916371e-04	5.30858136e-01	5.08448341e-02	2.52505007e-02	2.55943334e-02
27.1232369      	-1.72356939e-04	5.30513266e-01	5.13113021e-02	2.54832941e-02	2.58280080e-02
27.12642268     	-1.72678734e-04	5.30743705e-01	5.30146437e-02	2.63346431e-02	2.66800006e-02
27.12960847     	-1.72509488e-04	5.30583197e-01	5.31761333e-02	2.64155572e-02	2.67605761e-02
27.13279425     	-1.72270532e-04	5.31141781e-01	5.14170733e-02	2.55362661e-02	2.58808072e-02
27.13598004     	-1.71988493e-04	5.31796141e-01	5.31013889e-02	2.63787059e-02	2.67226829e-02
27.13916582     	-1.71969317e-04	5.31749918e-01	5.16987344e-02	2.56773979e-02	2.60213365e-02
27.14235161     	-1.72167287e-04	5.31234370e-01	5.26451976e-02	2.61504315e-02	2.64947661e-02
27.14553739     	-1.72319221e-04	5.30809367e-01	5.24413285e-02	2.60483450e-02	2.63929834e-02
27.14872317     	-1.72385251e-04	5.30269176e-01	5.32115646e-02	2.64333970e-02	2.67781675e-02
27.15190896     	-1.72060300e-04	5.30223554e-01	4.95416442e-02	2.45987618e-02	2.49428824e-02
27.15509474     	-1.71730561e-04	5.30881979e-01	4.97281569e-02	2.46923479e-02	2.50358090e-02
27.15828053     	-1.71758035e-04	5.31174537e-01	5.13782505e-02	2.55173672e-02	2.58608833e-02
27.16146631     	-1.71938522e-04	5.31329092e-01	5.31559501e-02	2.64060365e-02	2.67499136e-02
27.16465209     	-1.72109918e-04	5.31230594e-01	5.06812391e-02	2.51685096e-02	2.55127294e-02
27.16783788     	-1.72142063e-04	5.31656743e-01	5.33654916e-02	2.65106037e-02	2.68548879e-02
27.17102366     	-1.72206594e-04	5.31511003e-01	5.34941058e-02	2.65748463e-02	2.69192595e-02
27.17420945     	-1.71887390e-04	5.30264000e-01	5.28250393e-02	2.62406323e-02	2.65844070e-02
27.17739523     	-1.71857313e-04	5.30842826e-01	4.97535676e-02	2.47049265e-02	2.50486411e-02
27.18058102     	-1.72330487e-04	5.30537472e-01	5.46419495e-02	2.71486442e-02	2.74933052e-02
27.1837668      	-1.72267618e-04	5.30341232e-01	5.04353824e-02	2.50454236e-02	2.53899588e-02
27.18695258     	-1.72145862e-04	5.30342882e-01	5.12449763e-02	2.54503423e-02	2.57946340e-02
27.19013837     	-1.72380748e-04	5.30813276e-01	5.13804390e-02	2.55178387e-02	2.58626002e-02
27.19332415     	-1.72257028e-04	5.31594829e-01	5.31163313e-02	2.63859086e-02	2.67304227e-02
27.19650994     	-1.71789188e-04	5.32796253e-01	4.84041093e-02	2.40302655e-02	2.43738438e-02
27.19969572     	-1.71684723e-04	5.32295294e-01	5.27737656e-02	2.62151981e-02	2.65585675e-02
27.2028815      	-1.71992581e-04	5.31333764e-01	5.42042680e-02	2.69301414e-02	2.72741266e-02
27.20606729     	-1.72050843e-04	5.31149946e-01	5.33654334e-02	2.65106658e-02	2.68547675e-02
27.20925307     	-1.72034074e-04	5.30502699e-01	5.24992777e-02	2.60776048e-02	2.64216729e-02
27.21243886     	-1.72032328e-04	5.31213983e-01	5.48472413e-02	2.72515883e-02	2.75956530e-02
27.21562464     	-1.71887876e-04	5.31692045e-01	4.95845578e-02	2.46203910e-02	2.49641668e-02
27.21881043     	-1.71587351e-04	5.31206990e-01	4.91692042e-02	2.44130147e-02	2.47561894e-02
27.22199621     	-1.71735051e-04	5.31152509e-01	4.99399091e-02	2.47982195e-02	2.51416896e-02
27.22518199     	-1.72359561e-04	5.31100864e-01	5.53438851e-02	2.74995830e-02	2.78443021e-02
27.22836778     	-1.72510024e-04	5.31202374e-01	5.28104876e-02	2.62327338e-02	2.65777538e-02
27.23155356     	-1.72398023e-04	5.31690414e-01	5.40028191e-02	2.68290115e-02	2.71738076e-02
27.23473935     	-1.72340213e-04	5.31348423e-01	5.34264297e-02	2.65408747e-02	2.68855551e-02
27.23792513     	-1.71902227e-04	5.31953393e-01	5.33818929e-02	2.65190442e-02	2.68628487e-02
27.24111091     	-1.71370125e-04	5.31180744e-01	4.74034604e-02	2.35303601e-02	2.38731003e-02
27.2442967      	-1.71340163e-04	5.30942112e-01	5.11085471e-02	2.53829334e-02	2.57256137e-02
27.24748248     	-1.71666419e-04	5.30563228e-01	5.22151120e-02	2.59358896e-02	2.62792224e-02
27.25066827     	-1.71686843e-04	5.30711644e-01	5.19361059e-02	2.57963661e-02	2.61397398e-02
27.25385405     	-1.71759342e-04	5.30748357e-01	5.09268453e-02	2.52916633e-02	2.56351820e-02
27.25703984     	-1.72161544e-04	5.31668794e-01	5.57301082e-02	2.76928926e-02	2.80372156e-02
27.26022562     	-1.72192039e-04	5.31346450e-01	5.15902552e-02	2.56229356e-02	2.59673197e-02
27.2634114      	-1.72077255e-04	5.31160748e-01	5.11736137e-02	2.54147296e-02	2.57588841e-02
27.26659719     	-1.72093242e-04	5.31228843e-01	5.10159326e-02	2.53358731e-02	2.56800596e-02
27.26978297     	-1.72103240e-04	5.30796826e-01	5.40267368e-02	2.68412651e-02	2.71854716e-02
27.27296876     	-1.71842296e-04	5.31060779e-01	5.02898470e-02	2.49730812e-02	2.53167658e-02
27.27615454     	-1.71731612e-04	5.31189698e-01	5.28773826e-02	2.62669597e-02	2.66104229e-02
27.27934032     	-1.71956427e-04	5.30812798e-01	5.02576330e-02	2.49568601e-02	2.53007729e-02
27.28252611     	-1.72078809e-04	5.31107279e-01	5.29753757e-02	2.63156090e-02	2.66597667e-02
27.28571189     	-1.72107652e-04	5.30587729e-01	5.12294282e-02	2.54426065e-02	2.57868218e-02
27.28889768     	-1.71980380e-04	5.31288987e-01	5.17286492e-02	2.56923442e-02	2.60363050e-02
27.29208346     	-1.72246281e-04	5.30887830e-01	5.22108624e-02	2.59331849e-02	2.62776775e-02
27.29526925     	-1.72005508e-04	5.31926898e-01	5.19575601e-02	2.58067745e-02	2.61507856e-02
27.29845503     	-1.71682282e-04	5.31419507e-01	5.28180703e-02	2.62373529e-02	2.65807175e-02
27.30164081     	-1.71665271e-04	5.30778211e-01	5.14747141e-02	2.55656918e-02	2.59090223e-02
27.3048266      	-1.72234019e-04	5.30608550e-01	5.01812312e-02	2.49183816e-02	2.52628496e-02
27.30801238     	-1.72650465e-04	5.30955424e-01	5.40287468e-02	2.68417230e-02	2.71870239e-02
27.31119817     	-1.72672269e-04	5.30242244e-01	5.33503158e-02	2.65024856e-02	2.68478302e-02
