#             x               p
           -0.5       0.6317583


    -0.49607843      0.59832263


    -0.49215686      0.57054767


    -0.48823529      0.54148606


    -0.48431373      0.51237321


    -0.48039216      0.48345904


    -0.47647059      0.45589461


    -0.47254902      0.42960226
    -0.46862745      0.40257759


    -0.46470588      0.37552099


    -0.46078431      0.34886369
    -0.45686275      0.32223643


    -0.45294118      0.29611238
    -0.44901961      0.27054401


    -0.44509804      0.24516538


    -0.44117647      0.22043069
     -0.4372549      0.19434075


    -0.43333333      0.16897565
    -0.42941176      0.14394116


     -0.4254902      0.11947085
    -0.42156863     0.095989253
    -0.41764706     0.072953472


    -0.41372549     0.049078531
    -0.40980392     0.025404212


    -0.40588235    0.0014813622
    -0.40196078     -0.02252051


    -0.39803922     -0.04620652
    -0.39411765    -0.069705215
    -0.39019608    -0.092948521


    -0.38627451     -0.11492211
    -0.38235294     -0.13634908


    -0.37843137     -0.15750932
     -0.3745098     -0.17793986
    -0.37058824     -0.19823566


    -0.36666667     -0.21854117
     -0.3627451     -0.23887483
    -0.35882353     -0.25909402


    -0.35490196     -0.27882566
    -0.35098039     -0.29831853
    -0.34705882     -0.31772694


    -0.34313725     -0.33647879
    -0.33921569     -0.35507688
    -0.33529412     -0.37361835


    -0.33137255     -0.39167422
    -0.32745098     -0.40965273
    -0.32352941     -0.42759624


    -0.31960784     -0.44585257
    -0.31568627     -0.46413701
    -0.31176471     -0.48240496


    -0.30784314     -0.50023168
    -0.30392157     -0.51794584
           -0.3     -0.53567805


    -0.29607843     -0.55179834
    -0.29215686     -0.56676942
    -0.28823529      -0.5817869


    -0.28431373     -0.59633737
    -0.28039216     -0.60980354
    -0.27647059     -0.62333082
    -0.27254902     -0.63691804


    -0.26862745     -0.65102788
    -0.26470588      -0.6652188
    -0.26078431     -0.67947523


    -0.25686275     -0.69310733
    -0.25294118      -0.7062796
    -0.24901961     -0.71953714


    -0.24509804     -0.73276465
    -0.24117647     -0.74485422
     -0.2372549     -0.75705468
    -0.23333333      -0.7693644


    -0.22941176     -0.78120964
     -0.2254902     -0.79268356
    -0.22156863     -0.80425892
    -0.21764706     -0.81593437


    -0.21372549     -0.82631895
    -0.20980392     -0.83673537
    -0.20588235     -0.84725619


    -0.20196078     -0.85746375
    -0.19803922     -0.86679971
    -0.19411765      -0.8762506
    -0.19019608     -0.88581518


    -0.18627451      -0.8944483
    -0.18235294     -0.90249751
    -0.17843137     -0.91067995
     -0.1745098     -0.91899432


    -0.17058824     -0.92773817
    -0.16666667     -0.93665848
     -0.1627451     -0.94569748


    -0.15882353     -0.95474949
    -0.15490196     -0.96177669
    -0.15098039     -0.96893013
    -0.14705882     -0.97620882


    -0.14313725     -0.98296438
    -0.13921569     -0.98741838
    -0.13529412     -0.99200685
    -0.13137255     -0.99672884


    -0.12745098      -1.0014524
    -0.12352941       -1.006052
    -0.11960784      -1.0107851
    -0.11568627      -1.0156509


    -0.11176471      -1.0203967
    -0.10784314      -1.0249468
    -0.10392157      -1.0296336
           -0.1      -1.0344565


   -0.096078431       -1.038468
   -0.092156863      -1.0416648
   -0.088235294      -1.0450055
   -0.084313725      -1.0484895


   -0.080392157      -1.0512169
   -0.076470588      -1.0533156
    -0.07254902      -1.0555571
   -0.068627451      -1.0579411


   -0.064705882      -1.0602823
   -0.060784314       -1.062627
   -0.056862745      -1.0651236
   -0.052941176      -1.0677717


   -0.049019608      -1.0687024
   -0.045098039      -1.0683118
   -0.041176471      -1.0680632
   -0.037254902      -1.0679564


   -0.033333333      -1.0674174
   -0.029411765      -1.0665551
   -0.025490196      -1.0658397
   -0.021568627       -1.065271


   -0.017647059      -1.0648848
    -0.01372549        -1.06467
  -0.0098039216      -1.0645929
  -0.0058823529      -1.0646535


  -0.0019607843      -1.0629007
   0.0019607843      -1.0593865
   0.0058823529      -1.0560133
   0.0098039216      -1.0527811


     0.01372549      -1.0493097
    0.017647059      -1.0455565
    0.021568627      -1.0419275
    0.025490196      -1.0384228


    0.029411765      -1.0348724
    0.033333333      -1.0312444
    0.037254902      -1.0277389
    0.041176471       -1.024356


    0.045098039      -1.0208292
    0.049019608      -1.0170904
    0.052941176      -1.0134748
    0.056862745      -1.0099827


    0.060784314       -1.005602
    0.064705882      -1.0000475
    0.068627451     -0.99461166
     0.07254902     -0.98929474


    0.076470588     -0.98328852
    0.080392157     -0.97641043
    0.084313725     -0.96964955
    0.088235294     -0.96300634


    0.092156863     -0.95603602
    0.096078431     -0.94869586
            0.1     -0.94146817
     0.10392157     -0.93435349


     0.10784314      -0.9267539
     0.11176471     -0.91873302
     0.11568627     -0.91081505
     0.11960784     -0.90300057


     0.12352941     -0.89525192
     0.12745098     -0.88757866
     0.13137255     -0.88000451
     0.13529412      -0.8725301


     0.13921569     -0.86363022
     0.14313725     -0.85423538
     0.14705882     -0.84493286
     0.15098039     -0.83572336


     0.15490196     -0.82566056
     0.15882353     -0.81555074
      0.1627451     -0.80554048


     0.16666667     -0.79561587
     0.17058824     -0.78549922
      0.1745098     -0.77545588
     0.17843137     -0.76548654


     0.18235294     -0.75518902
     0.18627451     -0.74390237
     0.19019608     -0.73267873
     0.19411765     -0.72151876


     0.19803922     -0.70944655
     0.20196078     -0.69662669
     0.20588235     -0.68386322
     0.20980392      -0.6711568


     0.21372549      -0.6579446
     0.21764706     -0.64468415
     0.22156863      -0.6314588


      0.2254902     -0.61838081
     0.22941176     -0.60567306
     0.23333333      -0.5929844
      0.2372549      -0.5803151


     0.24117647     -0.56920005
     0.24509804     -0.55884316
     0.24901961      -0.5485138


     0.25294118     -0.53791457
     0.25686275     -0.52588065
     0.26078431     -0.51386301
     0.26470588     -0.50186194


     0.26862745     -0.48827391
     0.27254902     -0.47408794
     0.27647059     -0.45990508


     0.28039216     -0.44579854
     0.28431373      -0.4318269
     0.28823529     -0.41785341


     0.29215686     -0.40391361
     0.29607843     -0.39068079
            0.3     -0.37741359
     0.30392157     -0.36411125


     0.30784314     -0.35110376
     0.31176471     -0.33812844
     0.31568627     -0.32510935


     0.31960784     -0.31155616
