#             x               p
           -0.5      0.63219739


    -0.49607843      0.60097289


    -0.49215686      0.57066512


    -0.48823529      0.54350991


    -0.48431373      0.51727528


    -0.48039216       0.4909595


    -0.47647059      0.46555043


    -0.47254902      0.44005656
    -0.46862745      0.41232272


    -0.46470588      0.38505446


    -0.46078431       0.3583671
    -0.45686275      0.33159634


    -0.45294118      0.30501777
    -0.44901961      0.27881865


    -0.44509804      0.25277101


    -0.44117647      0.22741024
     -0.4372549      0.20204727


    -0.43333333      0.17732923
    -0.42941176      0.15289667


     -0.4254902      0.12899721
    -0.42156863      0.10477175
    -0.41764706     0.081012507


    -0.41372549     0.057078891
    -0.40980392     0.033440399


    -0.40588235     0.010328373
    -0.40196078    -0.012348886


    -0.39803922    -0.034739251
    -0.39411765    -0.056910636
    -0.39019608    -0.078830066


    -0.38627451     -0.10071142
    -0.38235294     -0.12245122


    -0.37843137     -0.14393673
     -0.3745098     -0.16497203
    -0.37058824     -0.18585011


    -0.36666667     -0.20635021
     -0.3627451     -0.22648266
    -0.35882353     -0.24650066


    -0.35490196     -0.26594654
    -0.35098039     -0.28512454
    -0.34705882     -0.30422285


    -0.34313725     -0.32255392
    -0.33921569     -0.34072055
    -0.33529412     -0.35883873


    -0.33137255     -0.37674796
    -0.32745098     -0.39461896
    -0.32352941     -0.41246864


    -0.31960784      -0.4293763
    -0.31568627     -0.44616013
    -0.31176471     -0.46294344


    -0.30784314     -0.47849677
    -0.30392157     -0.49370866
           -0.3     -0.50894931


    -0.29607843     -0.52397927
    -0.29215686     -0.53887011
    -0.28823529     -0.55379762


    -0.28431373     -0.56884539
    -0.28039216     -0.58411972
    -0.27647059     -0.59943405
    -0.27254902     -0.61478764


    -0.26862745     -0.62932034
    -0.26470588     -0.64388227
    -0.26078431     -0.65849968


    -0.25686275     -0.67187603
    -0.25294118     -0.68430442
    -0.24901961     -0.69680671


    -0.24509804     -0.70930895
    -0.24117647     -0.72109868
     -0.2372549     -0.73296925
    -0.23333333     -0.74491949


    -0.22941176     -0.75665131
     -0.2254902     -0.76823172
    -0.22156863     -0.77991102
    -0.21764706     -0.79168794


    -0.21372549     -0.80170511
    -0.20980392     -0.81173266
    -0.20588235     -0.82186799


    -0.20196078     -0.83174061
    -0.19803922     -0.84085093
    -0.19411765     -0.85007107
    -0.19019608     -0.85939982


    -0.18627451     -0.86834204
    -0.18235294      -0.8770631
    -0.17843137     -0.88590217
     -0.1745098      -0.8948581


    -0.17058824     -0.90185742
    -0.16666667     -0.90859938
     -0.1627451     -0.91547218


    -0.15882353     -0.92243509
    -0.15490196     -0.92870803
    -0.15098039      -0.9350967
    -0.14705882     -0.94160019


    -0.14313725     -0.94814872
    -0.13921569     -0.95455923
    -0.13529412     -0.96109479
    -0.13137255     -0.96775453


    -0.12745098     -0.97360009
    -0.12352941     -0.97772857
    -0.11960784     -0.98198129
    -0.11568627     -0.98635751


    -0.11176471     -0.99080959
    -0.10784314     -0.99533243
    -0.10392157     -0.99999114
           -0.1       -1.004785


   -0.096078431      -1.0093817
   -0.092156863      -1.0137805
   -0.088235294      -1.0183173
   -0.084313725      -1.0229915


   -0.080392157      -1.0261008
   -0.076470588       -1.027895
    -0.07254902      -1.0298372
   -0.068627451      -1.0319269


   -0.064705882      -1.0332509
   -0.060784314       -1.034005
   -0.056862745      -1.0349145
   -0.052941176       -1.035979


   -0.049019608      -1.0355394
   -0.045098039      -1.0339352
   -0.041176471      -1.0324621
   -0.037254902      -1.0311197


   -0.033333333       -1.029774
   -0.029411765       -1.028455
   -0.025490196      -1.0272736
   -0.021568627      -1.0262298


   -0.017647059      -1.0240988
    -0.01372549      -1.0210045
  -0.0098039216       -1.018024
  -0.0058823529      -1.0151574


  -0.0019607843      -1.0115525
   0.0019607843      -1.0072278
   0.0058823529      -1.0030124
   0.0098039216     -0.99890625


     0.01372549     -0.99659958
    0.017647059     -0.99624237
    0.021568627     -0.99601724
    0.025490196     -0.99592433


    0.029411765      -0.9946062
    0.033333333     -0.99181193
    0.037254902     -0.98914147
    0.041176471     -0.98659502


    0.045098039     -0.98310345
    0.049019608     -0.97839969
    0.052941176     -0.97382903
    0.056862745     -0.96939177


    0.060784314     -0.96444313
    0.064705882     -0.95879343
    0.068627451     -0.95326315
     0.07254902     -0.94785267


    0.076470588     -0.94124913
    0.080392157     -0.93314608
    0.084313725     -0.92514578
    0.088235294     -0.91724866


    0.092156863     -0.90953999
    0.096078431     -0.90202892
            0.1     -0.89462427
     0.10392157     -0.88732656


     0.10784314      -0.8796463
     0.11176471     -0.87162311
     0.11568627     -0.86368236
     0.11960784     -0.85582452


     0.12352941     -0.84834732
     0.12745098     -0.84114491
     0.13137255     -0.83402952
     0.13529412     -0.82700173


     0.13921569     -0.81877012
     0.14313725      -0.8101182
     0.14705882     -0.80154251
     0.15098039     -0.79304362


     0.15490196     -0.78174843
     0.15882353     -0.77008633
      0.1627451     -0.75849913


     0.16666667     -0.74703848
     0.17058824     -0.73660569
      0.1745098     -0.72622827
     0.17843137     -0.71590674


     0.18235294     -0.70548587
     0.18627451     -0.69470911
     0.19019608     -0.68398274
     0.19411765     -0.67330728


     0.19803922     -0.66215319
     0.20196078     -0.65060983
     0.20588235      -0.6391138
     0.20980392     -0.62766564


     0.21372549     -0.61579748
     0.21764706     -0.60390984
     0.22156863     -0.59207368


      0.2254902     -0.57996026
     0.22941176     -0.56686151
     0.23333333     -0.55378064
      0.2372549     -0.54071788


     0.24117647     -0.52779784
     0.24509804     -0.51494408
     0.24901961     -0.50209511


     0.25294118     -0.48926146
     0.25686275      -0.4764781
     0.26078431      -0.4636897
     0.26470588     -0.45089618


     0.26862745     -0.43791134
     0.27254902     -0.42483956
     0.27647059     -0.41174863


     0.28039216     -0.39881064
     0.28431373     -0.38616743
     0.28823529     -0.37349829


     0.29215686     -0.36080716
     0.29607843     -0.34817607
            0.3     -0.33550955
     0.30392157     -0.32280682


     0.30784314     -0.30984433
     0.31176471     -0.29678708
     0.31568627     -0.28368338


     0.31960784     -0.27084533
     0.32352941     -0.25810775
     0.32745098     -0.24530831


     0.33137255     -0.23297966
     0.33529412     -0.22094936
     0.33921569     -0.20884429


     0.34313725      -0.1973117
     0.34705882     -0.18612483
     0.35098039     -0.17485169


     0.35490196     -0.16499985
     0.35882353     -0.15571014
      0.3627451     -0.14633506


     0.36666667       -0.139076
     0.37058824     -0.13202514


      0.3745098     -0.12527025
     0.37843137      -0.1202815
     0.38235294     -0.11524169


     0.38627451     -0.11156012
     0.39019608     -0.10903996


     0.39411765      -0.1065255
     0.39803922     -0.10588714
     0.40196078     -0.10524858


     0.40588235     -0.10484967
     0.40980392     -0.10462276


     0.41372549     -0.10438705
     0.41764706     -0.10411626


     0.42156863     -0.10384413
      0.4254902     -0.10349697
     0.42941176      -0.1031497


     0.43333333     -0.10282109
      0.4372549     -0.10249294


     0.44117647      -0.1022791


     0.44509804     -0.10208146
     0.44901961      -0.1020431


     0.45294118     -0.10200141
     0.45686275     -0.10193589


     0.46078431     -0.10179943


     0.46470588     -0.10160646
     0.46862745     -0.10131372


     0.47254902     -0.10087503


     0.47647059     -0.10018955


     0.48039216     -0.09906933


     0.48431373    -0.097330719


     0.48823529    -0.095373247


     0.49215686    -0.092430085


     0.49607843     -0.08854877


            0.5     -0.08413817
