#             x               p
           -0.5      0.63858156


    -0.49607843        0.602467


    -0.49215686      0.57310474


    -0.48823529      0.54268766


    -0.48431373       0.5123374


    -0.48039216      0.48227611


    -0.47647059      0.45364759


    -0.47254902      0.42634315
    -0.46862745      0.39831449


    -0.46470588       0.3703053


    -0.46078431      0.34274524
    -0.45686275      0.31527838


    -0.45294118      0.28839199
    -0.44901961      0.26211675


    -0.44509804       0.2360973


    -0.44117647      0.21074142
     -0.4372549       0.1839642


    -0.43333333      0.15793146
    -0.42941176      0.13229398


     -0.4254902      0.10723351
    -0.42156863     0.083322433
    -0.41764706     0.059860421


    -0.41372549     0.035583558
    -0.40980392      0.01151298


    -0.40588235     -0.01279695
    -0.40196078    -0.037179634


    -0.39803922    -0.061232203
    -0.39411765    -0.085048251
    -0.39019608     -0.10860967


    -0.38627451     -0.13082613
    -0.38235294     -0.15247143


    -0.37843137     -0.17383823
     -0.3745098     -0.19439826
    -0.37058824      -0.2148275


    -0.36666667     -0.23524394
     -0.3627451     -0.25566429
    -0.35882353      -0.2759739


    -0.35490196     -0.29579888
    -0.35098039     -0.31538815
    -0.34705882     -0.33489613


    -0.34313725     -0.35376305
    -0.33921569     -0.37248136
    -0.33529412     -0.39114607


    -0.33137255     -0.40926181
    -0.32745098      -0.4272979
    -0.32352941      -0.4453029


    -0.31960784     -0.46355048
    -0.31568627     -0.48182084
    -0.31176471     -0.50007912


    -0.30784314     -0.51788007
    -0.30392157     -0.53556645
           -0.3     -0.55327487


    -0.29607843     -0.56933665
    -0.29215686     -0.58422482
    -0.28823529     -0.59916317


    -0.28431373      -0.6136437
    -0.28039216     -0.62705574
    -0.27647059     -0.64053229
    -0.27254902     -0.65407214


    -0.26862745     -0.66818118
    -0.26470588     -0.68237608
    -0.26078431     -0.69663986


    -0.25686275     -0.71021253
    -0.25294118     -0.72327397
    -0.24901961     -0.73642445


    -0.24509804      -0.7495469
    -0.24117647     -0.76151658
     -0.2372549     -0.77360046
    -0.23333333     -0.78579688


    -0.22941176     -0.79757384
     -0.2254902     -0.80901684
    -0.22156863     -0.82056377
    -0.21764706     -0.83221329


    -0.21372549     -0.84242103
    -0.20980392      -0.8526548
    -0.20588235     -0.86299528


    -0.20196078     -0.87306405
    -0.19803922     -0.88235577
    -0.19411765     -0.89176395
    -0.19019608     -0.90128732


    -0.18627451     -0.90912833
    -0.18235294      -0.9158714
    -0.17843137     -0.92274782
     -0.1745098     -0.92975629


    -0.17058824     -0.93755253
    -0.16666667     -0.94559026
     -0.1627451     -0.95374449


    -0.15882353      -0.9619855
    -0.15490196     -0.96975636
    -0.15098039     -0.97764871
    -0.14705882     -0.98566157


    -0.14313725     -0.99301311
    -0.13921569     -0.99755902
    -0.13529412      -1.0022384
    -0.13137255      -1.0070503


    -0.12745098      -1.0117613
    -0.12352941      -1.0161488
    -0.11960784      -1.0206697
    -0.11568627      -1.0253232


    -0.11176471      -1.0298226
    -0.10784314      -1.0340788
    -0.10392157      -1.0384679
           -0.1      -1.0429894


   -0.096078431      -1.0468361
   -0.092156863      -1.0500055
   -0.088235294       -1.053314
   -0.084313725      -1.0567611


   -0.080392157      -1.0598122
   -0.076470588      -1.0625456
    -0.07254902      -1.0654202
   -0.068627451      -1.0684353


   -0.064705882      -1.0711214
   -0.060784314      -1.0735858
   -0.056862745      -1.0762034
   -0.052941176      -1.0789737


   -0.049019608      -1.0797438
   -0.045098039      -1.0789723
   -0.041176471      -1.0783454
   -0.037254902      -1.0778627


   -0.033333333        -1.07733
   -0.029411765      -1.0767865
   -0.025490196      -1.0763921
   -0.021568627      -1.0761465


   -0.017647059      -1.0752242
    -0.01372549       -1.073711
  -0.0098039216      -1.0723337
  -0.0058823529      -1.0710922


  -0.0019607843      -1.0691211
   0.0019607843      -1.0664463
   0.0058823529      -1.0639125
   0.0098039216      -1.0615199


     0.01372549      -1.0590386
    0.017647059      -1.0564399
    0.021568627      -1.0539678
    0.025490196      -1.0516226


    0.029411765      -1.0482806
    0.033333333      -1.0437407
    0.037254902      -1.0393299
    0.041176471      -1.0350484


    0.045098039      -1.0309881
    0.049019608      -1.0271689
    0.052941176      -1.0234747
    0.056862745      -1.0199058


    0.060784314      -1.0151873
    0.064705882       -1.008961
    0.068627451      -1.0028545
     0.07254902      -0.9968685


    0.076470588     -0.99048981
    0.080392157     -0.98360124
    0.084313725     -0.97683037
    0.088235294     -0.97017766


    0.092156863     -0.96310289
    0.096078431     -0.95555488
            0.1     -0.94811948
     0.10392157     -0.94079724


     0.10784314     -0.93296261
     0.11176471     -0.92468217
     0.11568627     -0.91650429
     0.11960784     -0.90842955


     0.12352941     -0.90053221
     0.12745098     -0.89278076
     0.13137255     -0.88512778
     0.13529412     -0.87757391


     0.13921569     -0.86858009
     0.14313725     -0.85908632
     0.14705882     -0.84968535
     0.15098039     -0.84037789


     0.15490196     -0.83027038
     0.15882353      -0.8201256
      0.1627451     -0.81008213


     0.16666667     -0.80007519
     0.17058824     -0.78891533
      0.1745098     -0.77782542
     0.17843137     -0.76680611


     0.18235294     -0.75569711
     0.18627451      -0.7442295
     0.19019608     -0.73282106
     0.19411765     -0.72147241


     0.19803922     -0.71017051
     0.20196078      -0.6989181
     0.20588235     -0.68772707
     0.20980392     -0.67659813


     0.21372549     -0.66407349
     0.21764706      -0.6513825
     0.22156863     -0.63874358


      0.2254902     -0.62581813
     0.22941176     -0.61188626
     0.23333333     -0.59798721
      0.2372549     -0.58412142


     0.24117647     -0.57109524
     0.24509804     -0.55847176
     0.24901961     -0.54586368


     0.25294118     -0.53330798
     0.25686275     -0.52094109
     0.26078431     -0.50857886
     0.26470588     -0.49622136


     0.26862745     -0.48324479
     0.27254902     -0.47003553
     0.27647059     -0.45682765


     0.28039216     -0.44331198
     0.28431373     -0.42922346
     0.28823529     -0.41513137


     0.29215686      -0.4010684
     0.29607843       -0.387653
            0.3     -0.37420106
     0.30392157      -0.3607118


     0.30784314     -0.34754017
     0.31176471     -0.33440425
     0.31568627     -0.32122244


     0.31960784     -0.30751192
     0.32352941     -0.29349887
     0.32745098     -0.27942404


     0.33137255     -0.26614319
     0.33529412     -0.25338219
     0.33921569     -0.24054392


     0.34313725     -0.22841649
     0.34705882     -0.21672578
     0.35098039     -0.20494692


     0.35490196     -0.19386966
     0.35882353     -0.18304029
